Epoch 01  val_acc=0.774 f1_macro=0.225  f1_weighted=0.736
Epoch 02  val_acc=0.817 f1_macro=0.358  f1_weighted=0.799
Epoch 03  val_acc=0.834 f1_macro=0.443  f1_weighted=0.822
Epoch 04  val_acc=0.848 f1_macro=0.530  f1_weighted=0.840
Epoch 05  val_acc=0.858 f1_macro=0.541  f1_weighted=0.850
Epoch 06  val_acc=0.870 f1_macro=0.588  f1_weighted=0.862
Epoch 07  val_acc=0.879 f1_macro=0.620  f1_weighted=0.874
Epoch 08  val_acc=0.883 f1_macro=0.627  f1_weighted=0.880
Epoch 09  val_acc=0.893 f1_macro=0.653  f1_weighted=0.890
Epoch 10  val_acc=0.902 f1_macro=0.679  f1_weighted=0.898
Epoch 11  val_acc=0.901 f1_macro=0.693  f1_weighted=0.898
Epoch 12  val_acc=0.906 f1_macro=0.701  f1_weighted=0.903
Epoch 13  val_acc=0.907 f1_macro=0.701  f1_weighted=0.904
Epoch 14  val_acc=0.908 f1_macro=0.700  f1_weighted=0.905
Epoch 15  val_acc=0.908 f1_macro=0.699  f1_weighted=0.905
