Epoch 01  val_acc=0.690 f1_macro=0.071  f1_weighted=0.597
Epoch 02  val_acc=0.732 f1_macro=0.096  f1_weighted=0.652
Epoch 03  val_acc=0.756 f1_macro=0.132  f1_weighted=0.689
Epoch 04  val_acc=0.773 f1_macro=0.173  f1_weighted=0.720
Epoch 05  val_acc=0.783 f1_macro=0.207  f1_weighted=0.739
Epoch 06  val_acc=0.791 f1_macro=0.228  f1_weighted=0.750
Epoch 07  val_acc=0.797 f1_macro=0.255  f1_weighted=0.762
Epoch 08  val_acc=0.801 f1_macro=0.267  f1_weighted=0.772
Epoch 09  val_acc=0.808 f1_macro=0.283  f1_weighted=0.775
Epoch 10  val_acc=0.814 f1_macro=0.307  f1_weighted=0.786
Epoch 11  val_acc=0.818 f1_macro=0.318  f1_weighted=0.791
Epoch 12  val_acc=0.823 f1_macro=0.335  f1_weighted=0.799
Epoch 13  val_acc=0.824 f1_macro=0.349  f1_weighted=0.802
Epoch 14  val_acc=0.831 f1_macro=0.368  f1_weighted=0.809
Epoch 15  val_acc=0.831 f1_macro=0.366  f1_weighted=0.809
Epoch 16  val_acc=0.835 f1_macro=0.380  f1_weighted=0.817
Epoch 17  val_acc=0.835 f1_macro=0.376  f1_weighted=0.815
Epoch 18  val_acc=0.837 f1_macro=0.397  f1_weighted=0.818
Epoch 19  val_acc=0.839 f1_macro=0.411  f1_weighted=0.822
Epoch 20  val_acc=0.839 f1_macro=0.403  f1_weighted=0.823
Epoch 21  val_acc=0.840 f1_macro=0.407  f1_weighted=0.823
Epoch 22  val_acc=0.842 f1_macro=0.416  f1_weighted=0.825
Epoch 23  val_acc=0.842 f1_macro=0.421  f1_weighted=0.826
Epoch 24  val_acc=0.844 f1_macro=0.422  f1_weighted=0.828
Epoch 25  val_acc=0.845 f1_macro=0.429  f1_weighted=0.830
Epoch 26  val_acc=0.845 f1_macro=0.423  f1_weighted=0.829
Epoch 27  val_acc=0.845 f1_macro=0.429  f1_weighted=0.829
Epoch 28  val_acc=0.845 f1_macro=0.422  f1_weighted=0.829
Epoch 29  val_acc=0.845 f1_macro=0.424  f1_weighted=0.829
Epoch 30  val_acc=0.845 f1_macro=0.425  f1_weighted=0.829
