Epoch 01  val_acc=0.760 f1_macro=0.193  f1_weighted=0.718
Epoch 02  val_acc=0.795 f1_macro=0.308  f1_weighted=0.772
Epoch 03  val_acc=0.829 f1_macro=0.395  f1_weighted=0.812
Epoch 04  val_acc=0.847 f1_macro=0.468  f1_weighted=0.833
Epoch 05  val_acc=0.854 f1_macro=0.520  f1_weighted=0.845
Epoch 06  val_acc=0.868 f1_macro=0.558  f1_weighted=0.860
Epoch 07  val_acc=0.873 f1_macro=0.583  f1_weighted=0.867
Epoch 08  val_acc=0.883 f1_macro=0.634  f1_weighted=0.880
Epoch 09  val_acc=0.892 f1_macro=0.656  f1_weighted=0.888
Epoch 10  val_acc=0.897 f1_macro=0.672  f1_weighted=0.894
Epoch 11  val_acc=0.901 f1_macro=0.693  f1_weighted=0.898
Epoch 12  val_acc=0.902 f1_macro=0.687  f1_weighted=0.898
Epoch 13  val_acc=0.902 f1_macro=0.687  f1_weighted=0.900
Epoch 14  val_acc=0.904 f1_macro=0.689  f1_weighted=0.901
Epoch 15  val_acc=0.904 f1_macro=0.689  f1_weighted=0.900
