Epoch 01  val_acc=0.725 f1_macro=0.161  f1_weighted=0.683
Epoch 02  val_acc=0.793 f1_macro=0.289  f1_weighted=0.767
Epoch 03  val_acc=0.828 f1_macro=0.388  f1_weighted=0.809
Epoch 04  val_acc=0.832 f1_macro=0.456  f1_weighted=0.820
Epoch 05  val_acc=0.855 f1_macro=0.528  f1_weighted=0.846
Epoch 06  val_acc=0.863 f1_macro=0.547  f1_weighted=0.854
Epoch 07  val_acc=0.869 f1_macro=0.573  f1_weighted=0.860
Epoch 08  val_acc=0.882 f1_macro=0.643  f1_weighted=0.876
Epoch 09  val_acc=0.894 f1_macro=0.663  f1_weighted=0.890
Epoch 10  val_acc=0.899 f1_macro=0.670  f1_weighted=0.895
Epoch 11  val_acc=0.902 f1_macro=0.682  f1_weighted=0.899
Epoch 12  val_acc=0.903 f1_macro=0.677  f1_weighted=0.900
Epoch 13  val_acc=0.904 f1_macro=0.679  f1_weighted=0.901
Epoch 14  val_acc=0.904 f1_macro=0.684  f1_weighted=0.901
Epoch 15  val_acc=0.905 f1_macro=0.686  f1_weighted=0.902
