Epoch 01  val_acc=0.758 f1_macro=0.152  f1_weighted=0.701
Epoch 02  val_acc=0.784 f1_macro=0.263  f1_weighted=0.754
Epoch 03  val_acc=0.813 f1_macro=0.332  f1_weighted=0.789
Epoch 04  val_acc=0.821 f1_macro=0.372  f1_weighted=0.802
Epoch 05  val_acc=0.832 f1_macro=0.408  f1_weighted=0.813
Epoch 06  val_acc=0.840 f1_macro=0.439  f1_weighted=0.825
Epoch 07  val_acc=0.843 f1_macro=0.474  f1_weighted=0.832
Epoch 08  val_acc=0.853 f1_macro=0.505  f1_weighted=0.840
Epoch 09  val_acc=0.860 f1_macro=0.532  f1_weighted=0.850
Epoch 10  val_acc=0.865 f1_macro=0.541  f1_weighted=0.855
Epoch 11  val_acc=0.866 f1_macro=0.550  f1_weighted=0.858
Epoch 12  val_acc=0.874 f1_macro=0.586  f1_weighted=0.866
Epoch 13  val_acc=0.876 f1_macro=0.583  f1_weighted=0.868
Epoch 14  val_acc=0.876 f1_macro=0.587  f1_weighted=0.869
Epoch 15  val_acc=0.876 f1_macro=0.586  f1_weighted=0.869
