Epoch 01  val_acc=0.735 f1_macro=0.102  f1_weighted=0.657
Epoch 02  val_acc=0.773 f1_macro=0.176  f1_weighted=0.721
Epoch 03  val_acc=0.786 f1_macro=0.227  f1_weighted=0.746
Epoch 04  val_acc=0.808 f1_macro=0.294  f1_weighted=0.778
Epoch 05  val_acc=0.809 f1_macro=0.323  f1_weighted=0.785
Epoch 06  val_acc=0.821 f1_macro=0.360  f1_weighted=0.799
Epoch 07  val_acc=0.822 f1_macro=0.370  f1_weighted=0.802
Epoch 08  val_acc=0.832 f1_macro=0.400  f1_weighted=0.816
Epoch 09  val_acc=0.835 f1_macro=0.414  f1_weighted=0.818
Epoch 10  val_acc=0.841 f1_macro=0.452  f1_weighted=0.826
Epoch 11  val_acc=0.847 f1_macro=0.475  f1_weighted=0.835
Epoch 12  val_acc=0.846 f1_macro=0.473  f1_weighted=0.831
Epoch 13  val_acc=0.853 f1_macro=0.503  f1_weighted=0.840
Epoch 14  val_acc=0.858 f1_macro=0.527  f1_weighted=0.846
Epoch 15  val_acc=0.859 f1_macro=0.527  f1_weighted=0.850
Epoch 16  val_acc=0.862 f1_macro=0.530  f1_weighted=0.852
Epoch 17  val_acc=0.867 f1_macro=0.559  f1_weighted=0.859
Epoch 18  val_acc=0.870 f1_macro=0.562  f1_weighted=0.861
Epoch 19  val_acc=0.869 f1_macro=0.573  f1_weighted=0.863
Epoch 20  val_acc=0.873 f1_macro=0.585  f1_weighted=0.865
Epoch 21  val_acc=0.875 f1_macro=0.588  f1_weighted=0.868
Epoch 22  val_acc=0.874 f1_macro=0.577  f1_weighted=0.865
Epoch 23  val_acc=0.877 f1_macro=0.598  f1_weighted=0.870
Epoch 24  val_acc=0.877 f1_macro=0.607  f1_weighted=0.870
Epoch 25  val_acc=0.878 f1_macro=0.609  f1_weighted=0.872
Epoch 26  val_acc=0.878 f1_macro=0.605  f1_weighted=0.871
Epoch 27  val_acc=0.880 f1_macro=0.608  f1_weighted=0.875
Epoch 28  val_acc=0.881 f1_macro=0.611  f1_weighted=0.876
Epoch 29  val_acc=0.881 f1_macro=0.607  f1_weighted=0.875
Epoch 30  val_acc=0.881 f1_macro=0.612  f1_weighted=0.876
