Epoch 01  val_acc=0.776 f1_macro=0.220  f1_weighted=0.735
Epoch 02  val_acc=0.796 f1_macro=0.314  f1_weighted=0.769
Epoch 03  val_acc=0.822 f1_macro=0.387  f1_weighted=0.802
Epoch 04  val_acc=0.823 f1_macro=0.420  f1_weighted=0.811
Epoch 05  val_acc=0.838 f1_macro=0.477  f1_weighted=0.825
Epoch 06  val_acc=0.847 f1_macro=0.517  f1_weighted=0.838
Epoch 07  val_acc=0.852 f1_macro=0.547  f1_weighted=0.845
Epoch 08  val_acc=0.869 f1_macro=0.581  f1_weighted=0.863
Epoch 09  val_acc=0.871 f1_macro=0.593  f1_weighted=0.863
Epoch 10  val_acc=0.877 f1_macro=0.610  f1_weighted=0.872
Epoch 11  val_acc=0.885 f1_macro=0.640  f1_weighted=0.880
Epoch 12  val_acc=0.889 f1_macro=0.642  f1_weighted=0.885
Epoch 13  val_acc=0.893 f1_macro=0.653  f1_weighted=0.889
Epoch 14  val_acc=0.896 f1_macro=0.662  f1_weighted=0.892
Epoch 15  val_acc=0.896 f1_macro=0.663  f1_weighted=0.892
