Epoch 01  val_acc=0.729 f1_macro=0.089  f1_weighted=0.643
Epoch 02  val_acc=0.759 f1_macro=0.139  f1_weighted=0.696
Epoch 03  val_acc=0.776 f1_macro=0.189  f1_weighted=0.727
Epoch 04  val_acc=0.787 f1_macro=0.228  f1_weighted=0.746
Epoch 05  val_acc=0.803 f1_macro=0.276  f1_weighted=0.771
Epoch 06  val_acc=0.805 f1_macro=0.287  f1_weighted=0.773
Epoch 07  val_acc=0.822 f1_macro=0.343  f1_weighted=0.799
Epoch 08  val_acc=0.820 f1_macro=0.341  f1_weighted=0.795
Epoch 09  val_acc=0.825 f1_macro=0.368  f1_weighted=0.802
Epoch 10  val_acc=0.830 f1_macro=0.369  f1_weighted=0.808
Epoch 11  val_acc=0.831 f1_macro=0.411  f1_weighted=0.813
Epoch 12  val_acc=0.840 f1_macro=0.422  f1_weighted=0.823
Epoch 13  val_acc=0.841 f1_macro=0.451  f1_weighted=0.827
Epoch 14  val_acc=0.847 f1_macro=0.459  f1_weighted=0.831
Epoch 15  val_acc=0.845 f1_macro=0.451  f1_weighted=0.830
Epoch 16  val_acc=0.850 f1_macro=0.473  f1_weighted=0.837
Epoch 17  val_acc=0.849 f1_macro=0.468  f1_weighted=0.833
Epoch 18  val_acc=0.853 f1_macro=0.499  f1_weighted=0.842
Epoch 19  val_acc=0.856 f1_macro=0.500  f1_weighted=0.843
Epoch 20  val_acc=0.854 f1_macro=0.502  f1_weighted=0.843
Epoch 21  val_acc=0.857 f1_macro=0.513  f1_weighted=0.846
Epoch 22  val_acc=0.860 f1_macro=0.509  f1_weighted=0.848
Epoch 23  val_acc=0.859 f1_macro=0.509  f1_weighted=0.848
Epoch 24  val_acc=0.861 f1_macro=0.523  f1_weighted=0.850
Epoch 25  val_acc=0.859 f1_macro=0.508  f1_weighted=0.847
Epoch 26  val_acc=0.862 f1_macro=0.522  f1_weighted=0.851
Epoch 27  val_acc=0.862 f1_macro=0.523  f1_weighted=0.851
Epoch 28  val_acc=0.863 f1_macro=0.530  f1_weighted=0.853
Epoch 29  val_acc=0.862 f1_macro=0.525  f1_weighted=0.852
Epoch 30  val_acc=0.863 f1_macro=0.526  f1_weighted=0.852
