Epoch 01  val_acc=0.757 f1_macro=0.163  f1_weighted=0.705
Epoch 02  val_acc=0.788 f1_macro=0.269  f1_weighted=0.757
Epoch 03  val_acc=0.812 f1_macro=0.326  f1_weighted=0.786
Epoch 04  val_acc=0.816 f1_macro=0.377  f1_weighted=0.795
Epoch 05  val_acc=0.828 f1_macro=0.416  f1_weighted=0.810
Epoch 06  val_acc=0.835 f1_macro=0.439  f1_weighted=0.815
Epoch 07  val_acc=0.843 f1_macro=0.490  f1_weighted=0.829
Epoch 08  val_acc=0.847 f1_macro=0.513  f1_weighted=0.838
Epoch 09  val_acc=0.863 f1_macro=0.561  f1_weighted=0.854
Epoch 10  val_acc=0.866 f1_macro=0.574  f1_weighted=0.857
Epoch 11  val_acc=0.871 f1_macro=0.609  f1_weighted=0.864
Epoch 12  val_acc=0.877 f1_macro=0.628  f1_weighted=0.872
Epoch 13  val_acc=0.879 f1_macro=0.631  f1_weighted=0.874
Epoch 14  val_acc=0.885 f1_macro=0.653  f1_weighted=0.880
Epoch 15  val_acc=0.887 f1_macro=0.649  f1_weighted=0.882
Epoch 16  val_acc=0.889 f1_macro=0.658  f1_weighted=0.886
Epoch 17  val_acc=0.891 f1_macro=0.670  f1_weighted=0.887
Epoch 18  val_acc=0.894 f1_macro=0.671  f1_weighted=0.891
Epoch 19  val_acc=0.895 f1_macro=0.673  f1_weighted=0.891
Epoch 20  val_acc=0.896 f1_macro=0.666  f1_weighted=0.892
Epoch 21  val_acc=0.898 f1_macro=0.683  f1_weighted=0.895
Epoch 22  val_acc=0.899 f1_macro=0.674  f1_weighted=0.896
Epoch 23  val_acc=0.898 f1_macro=0.678  f1_weighted=0.895
Epoch 24  val_acc=0.900 f1_macro=0.677  f1_weighted=0.896
Epoch 25  val_acc=0.899 f1_macro=0.679  f1_weighted=0.896
Epoch 26  val_acc=0.899 f1_macro=0.678  f1_weighted=0.896
Epoch 27  val_acc=0.900 f1_macro=0.677  f1_weighted=0.896
Epoch 28  val_acc=0.899 f1_macro=0.681  f1_weighted=0.896
Epoch 29  val_acc=0.900 f1_macro=0.682  f1_weighted=0.896
Epoch 30  val_acc=0.900 f1_macro=0.682  f1_weighted=0.897
