Epoch 01  val_acc=0.750 f1_macro=0.136  f1_weighted=0.687
Epoch 02  val_acc=0.784 f1_macro=0.226  f1_weighted=0.746
Epoch 03  val_acc=0.808 f1_macro=0.302  f1_weighted=0.780
Epoch 04  val_acc=0.816 f1_macro=0.340  f1_weighted=0.790
Epoch 05  val_acc=0.818 f1_macro=0.359  f1_weighted=0.795
Epoch 06  val_acc=0.834 f1_macro=0.425  f1_weighted=0.819
Epoch 07  val_acc=0.834 f1_macro=0.442  f1_weighted=0.820
Epoch 08  val_acc=0.842 f1_macro=0.479  f1_weighted=0.827
Epoch 09  val_acc=0.851 f1_macro=0.507  f1_weighted=0.839
Epoch 10  val_acc=0.854 f1_macro=0.519  f1_weighted=0.843
Epoch 11  val_acc=0.861 f1_macro=0.544  f1_weighted=0.853
Epoch 12  val_acc=0.862 f1_macro=0.538  f1_weighted=0.854
Epoch 13  val_acc=0.867 f1_macro=0.569  f1_weighted=0.857
Epoch 14  val_acc=0.872 f1_macro=0.594  f1_weighted=0.866
Epoch 15  val_acc=0.871 f1_macro=0.592  f1_weighted=0.864
Epoch 16  val_acc=0.877 f1_macro=0.615  f1_weighted=0.872
Epoch 17  val_acc=0.878 f1_macro=0.610  f1_weighted=0.870
Epoch 18  val_acc=0.879 f1_macro=0.630  f1_weighted=0.875
Epoch 19  val_acc=0.879 f1_macro=0.637  f1_weighted=0.873
Epoch 20  val_acc=0.880 f1_macro=0.629  f1_weighted=0.873
Epoch 21  val_acc=0.885 f1_macro=0.642  f1_weighted=0.880
Epoch 22  val_acc=0.884 f1_macro=0.644  f1_weighted=0.880
Epoch 23  val_acc=0.887 f1_macro=0.661  f1_weighted=0.882
Epoch 24  val_acc=0.885 f1_macro=0.664  f1_weighted=0.880
Epoch 25  val_acc=0.887 f1_macro=0.660  f1_weighted=0.883
Epoch 26  val_acc=0.887 f1_macro=0.652  f1_weighted=0.882
Epoch 27  val_acc=0.888 f1_macro=0.656  f1_weighted=0.884
Epoch 28  val_acc=0.889 f1_macro=0.659  f1_weighted=0.884
Epoch 29  val_acc=0.889 f1_macro=0.663  f1_weighted=0.884
Epoch 30  val_acc=0.889 f1_macro=0.667  f1_weighted=0.885
