Epoch 01  val_acc=0.754 f1_macro=0.137  f1_weighted=0.689
Epoch 02  val_acc=0.789 f1_macro=0.234  f1_weighted=0.752
Epoch 03  val_acc=0.804 f1_macro=0.287  f1_weighted=0.771
Epoch 04  val_acc=0.827 f1_macro=0.368  f1_weighted=0.805
Epoch 05  val_acc=0.834 f1_macro=0.395  f1_weighted=0.813
Epoch 06  val_acc=0.844 f1_macro=0.454  f1_weighted=0.830
Epoch 07  val_acc=0.847 f1_macro=0.468  f1_weighted=0.835
Epoch 08  val_acc=0.860 f1_macro=0.517  f1_weighted=0.851
Epoch 09  val_acc=0.868 f1_macro=0.544  f1_weighted=0.859
Epoch 10  val_acc=0.872 f1_macro=0.569  f1_weighted=0.863
Epoch 11  val_acc=0.876 f1_macro=0.578  f1_weighted=0.868
Epoch 12  val_acc=0.880 f1_macro=0.595  f1_weighted=0.874
Epoch 13  val_acc=0.882 f1_macro=0.605  f1_weighted=0.875
Epoch 14  val_acc=0.884 f1_macro=0.607  f1_weighted=0.878
Epoch 15  val_acc=0.885 f1_macro=0.607  f1_weighted=0.879
