Epoch 01  val_acc=0.764 f1_macro=0.281  f1_weighted=0.735
Epoch 02  val_acc=0.808 f1_macro=0.366  f1_weighted=0.783
Epoch 03  val_acc=0.820 f1_macro=0.413  f1_weighted=0.804
Epoch 04  val_acc=0.825 f1_macro=0.457  f1_weighted=0.816
Epoch 05  val_acc=0.837 f1_macro=0.492  f1_weighted=0.829
Epoch 06  val_acc=0.844 f1_macro=0.520  f1_weighted=0.837
Epoch 07  val_acc=0.865 f1_macro=0.573  f1_weighted=0.857
Epoch 08  val_acc=0.875 f1_macro=0.604  f1_weighted=0.868
Epoch 09  val_acc=0.876 f1_macro=0.614  f1_weighted=0.871
Epoch 10  val_acc=0.886 f1_macro=0.644  f1_weighted=0.882
Epoch 11  val_acc=0.895 f1_macro=0.663  f1_weighted=0.892
Epoch 12  val_acc=0.900 f1_macro=0.686  f1_weighted=0.897
Epoch 13  val_acc=0.903 f1_macro=0.692  f1_weighted=0.900
Epoch 14  val_acc=0.905 f1_macro=0.697  f1_weighted=0.902
Epoch 15  val_acc=0.904 f1_macro=0.695  f1_weighted=0.901
