Epoch 01  val_acc=0.784 f1_macro=0.266  f1_weighted=0.756
Epoch 02  val_acc=0.779 f1_macro=0.301  f1_weighted=0.753
Epoch 03  val_acc=0.818 f1_macro=0.406  f1_weighted=0.803
Epoch 04  val_acc=0.829 f1_macro=0.440  f1_weighted=0.813
Epoch 05  val_acc=0.841 f1_macro=0.474  f1_weighted=0.830
Epoch 06  val_acc=0.847 f1_macro=0.509  f1_weighted=0.836
Epoch 07  val_acc=0.864 f1_macro=0.564  f1_weighted=0.854
Epoch 08  val_acc=0.864 f1_macro=0.585  f1_weighted=0.860
Epoch 09  val_acc=0.873 f1_macro=0.605  f1_weighted=0.869
Epoch 10  val_acc=0.889 f1_macro=0.654  f1_weighted=0.885
Epoch 11  val_acc=0.897 f1_macro=0.670  f1_weighted=0.893
Epoch 12  val_acc=0.902 f1_macro=0.683  f1_weighted=0.898
Epoch 13  val_acc=0.902 f1_macro=0.682  f1_weighted=0.899
Epoch 14  val_acc=0.907 f1_macro=0.692  f1_weighted=0.903
Epoch 15  val_acc=0.906 f1_macro=0.689  f1_weighted=0.902
