Epoch 01  val_acc=0.765 f1_macro=0.173  f1_weighted=0.717
Epoch 02  val_acc=0.800 f1_macro=0.282  f1_weighted=0.767
Epoch 03  val_acc=0.807 f1_macro=0.330  f1_weighted=0.786
Epoch 04  val_acc=0.826 f1_macro=0.379  f1_weighted=0.808
Epoch 05  val_acc=0.837 f1_macro=0.438  f1_weighted=0.821
Epoch 06  val_acc=0.849 f1_macro=0.491  f1_weighted=0.838
Epoch 07  val_acc=0.855 f1_macro=0.524  f1_weighted=0.845
Epoch 08  val_acc=0.859 f1_macro=0.537  f1_weighted=0.850
Epoch 09  val_acc=0.869 f1_macro=0.573  f1_weighted=0.862
Epoch 10  val_acc=0.874 f1_macro=0.600  f1_weighted=0.866
Epoch 11  val_acc=0.877 f1_macro=0.610  f1_weighted=0.871
Epoch 12  val_acc=0.878 f1_macro=0.620  f1_weighted=0.874
Epoch 13  val_acc=0.883 f1_macro=0.637  f1_weighted=0.877
Epoch 14  val_acc=0.882 f1_macro=0.629  f1_weighted=0.877
Epoch 15  val_acc=0.886 f1_macro=0.639  f1_weighted=0.881
Epoch 16  val_acc=0.892 f1_macro=0.656  f1_weighted=0.887
Epoch 17  val_acc=0.891 f1_macro=0.661  f1_weighted=0.887
Epoch 18  val_acc=0.894 f1_macro=0.653  f1_weighted=0.890
Epoch 19  val_acc=0.894 f1_macro=0.661  f1_weighted=0.890
Epoch 20  val_acc=0.895 f1_macro=0.670  f1_weighted=0.892
Epoch 21  val_acc=0.899 f1_macro=0.671  f1_weighted=0.895
Epoch 22  val_acc=0.899 f1_macro=0.673  f1_weighted=0.896
Epoch 23  val_acc=0.900 f1_macro=0.678  f1_weighted=0.896
Epoch 24  val_acc=0.898 f1_macro=0.674  f1_weighted=0.895
Epoch 25  val_acc=0.900 f1_macro=0.673  f1_weighted=0.896
Epoch 26  val_acc=0.901 f1_macro=0.674  f1_weighted=0.898
Epoch 27  val_acc=0.900 f1_macro=0.675  f1_weighted=0.896
Epoch 28  val_acc=0.901 f1_macro=0.675  f1_weighted=0.897
Epoch 29  val_acc=0.901 f1_macro=0.673  f1_weighted=0.897
Epoch 30  val_acc=0.901 f1_macro=0.672  f1_weighted=0.897
