Epoch 01  val_acc=0.711 f1_macro=0.076  f1_weighted=0.618
Epoch 02  val_acc=0.741 f1_macro=0.107  f1_weighted=0.667
Epoch 03  val_acc=0.767 f1_macro=0.154  f1_weighted=0.711
Epoch 04  val_acc=0.775 f1_macro=0.181  f1_weighted=0.726
Epoch 05  val_acc=0.795 f1_macro=0.243  f1_weighted=0.760
Epoch 06  val_acc=0.801 f1_macro=0.270  f1_weighted=0.769
Epoch 07  val_acc=0.815 f1_macro=0.302  f1_weighted=0.787
Epoch 08  val_acc=0.821 f1_macro=0.339  f1_weighted=0.797
Epoch 09  val_acc=0.825 f1_macro=0.344  f1_weighted=0.803
Epoch 10  val_acc=0.829 f1_macro=0.363  f1_weighted=0.810
Epoch 11  val_acc=0.835 f1_macro=0.373  f1_weighted=0.815
Epoch 12  val_acc=0.836 f1_macro=0.396  f1_weighted=0.819
Epoch 13  val_acc=0.839 f1_macro=0.407  f1_weighted=0.822
Epoch 14  val_acc=0.844 f1_macro=0.425  f1_weighted=0.829
Epoch 15  val_acc=0.844 f1_macro=0.443  f1_weighted=0.830
Epoch 16  val_acc=0.847 f1_macro=0.437  f1_weighted=0.831
Epoch 17  val_acc=0.853 f1_macro=0.455  f1_weighted=0.838
Epoch 18  val_acc=0.853 f1_macro=0.478  f1_weighted=0.841
Epoch 19  val_acc=0.857 f1_macro=0.489  f1_weighted=0.846
Epoch 20  val_acc=0.857 f1_macro=0.494  f1_weighted=0.847
Epoch 21  val_acc=0.859 f1_macro=0.499  f1_weighted=0.848
Epoch 22  val_acc=0.860 f1_macro=0.507  f1_weighted=0.850
Epoch 23  val_acc=0.861 f1_macro=0.504  f1_weighted=0.849
Epoch 24  val_acc=0.862 f1_macro=0.514  f1_weighted=0.852
Epoch 25  val_acc=0.864 f1_macro=0.524  f1_weighted=0.854
Epoch 26  val_acc=0.864 f1_macro=0.525  f1_weighted=0.854
Epoch 27  val_acc=0.864 f1_macro=0.515  f1_weighted=0.853
Epoch 28  val_acc=0.865 f1_macro=0.523  f1_weighted=0.855
Epoch 29  val_acc=0.865 f1_macro=0.525  f1_weighted=0.855
Epoch 30  val_acc=0.865 f1_macro=0.522  f1_weighted=0.855
