Epoch 01  val_acc=0.753 f1_macro=0.189  f1_weighted=0.710
Epoch 02  val_acc=0.767 f1_macro=0.237  f1_weighted=0.731
Epoch 03  val_acc=0.774 f1_macro=0.303  f1_weighted=0.754
Epoch 04  val_acc=0.779 f1_macro=0.305  f1_weighted=0.751
Epoch 05  val_acc=0.802 f1_macro=0.354  f1_weighted=0.779
Epoch 06  val_acc=0.807 f1_macro=0.390  f1_weighted=0.787
Epoch 07  val_acc=0.809 f1_macro=0.390  f1_weighted=0.795
Epoch 08  val_acc=0.833 f1_macro=0.463  f1_weighted=0.819
Epoch 09  val_acc=0.853 f1_macro=0.510  f1_weighted=0.842
Epoch 10  val_acc=0.856 f1_macro=0.549  f1_weighted=0.848
Epoch 11  val_acc=0.867 f1_macro=0.573  f1_weighted=0.861
Epoch 12  val_acc=0.872 f1_macro=0.588  f1_weighted=0.865
Epoch 13  val_acc=0.880 f1_macro=0.612  f1_weighted=0.875
Epoch 14  val_acc=0.883 f1_macro=0.635  f1_weighted=0.878
Epoch 15  val_acc=0.884 f1_macro=0.626  f1_weighted=0.880
