Epoch 01  val_acc=0.767 f1_macro=0.203  f1_weighted=0.729
Epoch 02  val_acc=0.799 f1_macro=0.333  f1_weighted=0.778
Epoch 03  val_acc=0.829 f1_macro=0.400  f1_weighted=0.811
Epoch 04  val_acc=0.845 f1_macro=0.472  f1_weighted=0.832
Epoch 05  val_acc=0.855 f1_macro=0.517  f1_weighted=0.845
Epoch 06  val_acc=0.862 f1_macro=0.533  f1_weighted=0.852
Epoch 07  val_acc=0.877 f1_macro=0.591  f1_weighted=0.869
Epoch 08  val_acc=0.880 f1_macro=0.605  f1_weighted=0.877
Epoch 09  val_acc=0.881 f1_macro=0.624  f1_weighted=0.876
Epoch 10  val_acc=0.886 f1_macro=0.630  f1_weighted=0.881
Epoch 11  val_acc=0.893 f1_macro=0.673  f1_weighted=0.889
Epoch 12  val_acc=0.895 f1_macro=0.667  f1_weighted=0.892
Epoch 13  val_acc=0.892 f1_macro=0.666  f1_weighted=0.888
Epoch 14  val_acc=0.891 f1_macro=0.660  f1_weighted=0.888
Epoch 15  val_acc=0.895 f1_macro=0.652  f1_weighted=0.892
Epoch 16  val_acc=0.897 f1_macro=0.676  f1_weighted=0.894
Epoch 17  val_acc=0.897 f1_macro=0.674  f1_weighted=0.894
Epoch 18  val_acc=0.899 f1_macro=0.671  f1_weighted=0.895
Epoch 19  val_acc=0.901 f1_macro=0.672  f1_weighted=0.897
Epoch 20  val_acc=0.901 f1_macro=0.683  f1_weighted=0.896
Epoch 21  val_acc=0.905 f1_macro=0.677  f1_weighted=0.901
Epoch 22  val_acc=0.906 f1_macro=0.686  f1_weighted=0.902
Epoch 23  val_acc=0.905 f1_macro=0.678  f1_weighted=0.901
Epoch 24  val_acc=0.905 f1_macro=0.683  f1_weighted=0.901
Epoch 25  val_acc=0.908 f1_macro=0.682  f1_weighted=0.905
Epoch 26  val_acc=0.908 f1_macro=0.688  f1_weighted=0.904
Epoch 27  val_acc=0.909 f1_macro=0.691  f1_weighted=0.906
Epoch 28  val_acc=0.908 f1_macro=0.693  f1_weighted=0.905
Epoch 29  val_acc=0.908 f1_macro=0.692  f1_weighted=0.904
Epoch 30  val_acc=0.908 f1_macro=0.693  f1_weighted=0.905
