Epoch 01  val_acc=0.757 f1_macro=0.212  f1_weighted=0.718
Epoch 02  val_acc=0.800 f1_macro=0.327  f1_weighted=0.777
Epoch 03  val_acc=0.828 f1_macro=0.426  f1_weighted=0.812
Epoch 04  val_acc=0.839 f1_macro=0.477  f1_weighted=0.827
Epoch 05  val_acc=0.850 f1_macro=0.525  f1_weighted=0.838
Epoch 06  val_acc=0.858 f1_macro=0.562  f1_weighted=0.852
Epoch 07  val_acc=0.867 f1_macro=0.608  f1_weighted=0.862
Epoch 08  val_acc=0.878 f1_macro=0.611  f1_weighted=0.872
Epoch 09  val_acc=0.883 f1_macro=0.627  f1_weighted=0.878
Epoch 10  val_acc=0.891 f1_macro=0.663  f1_weighted=0.887
Epoch 11  val_acc=0.898 f1_macro=0.672  f1_weighted=0.895
Epoch 12  val_acc=0.900 f1_macro=0.672  f1_weighted=0.896
Epoch 13  val_acc=0.901 f1_macro=0.675  f1_weighted=0.898
Epoch 14  val_acc=0.902 f1_macro=0.678  f1_weighted=0.898
Epoch 15  val_acc=0.903 f1_macro=0.679  f1_weighted=0.899
