Epoch 01  val_acc=0.759 f1_macro=0.141  f1_weighted=0.697
Epoch 02  val_acc=0.793 f1_macro=0.246  f1_weighted=0.758
Epoch 03  val_acc=0.807 f1_macro=0.326  f1_weighted=0.783
Epoch 04  val_acc=0.822 f1_macro=0.368  f1_weighted=0.799
Epoch 05  val_acc=0.836 f1_macro=0.422  f1_weighted=0.822
Epoch 06  val_acc=0.837 f1_macro=0.442  f1_weighted=0.826
Epoch 07  val_acc=0.851 f1_macro=0.480  f1_weighted=0.839
Epoch 08  val_acc=0.850 f1_macro=0.512  f1_weighted=0.840
Epoch 09  val_acc=0.862 f1_macro=0.525  f1_weighted=0.854
Epoch 10  val_acc=0.865 f1_macro=0.565  f1_weighted=0.858
Epoch 11  val_acc=0.874 f1_macro=0.586  f1_weighted=0.868
Epoch 12  val_acc=0.877 f1_macro=0.594  f1_weighted=0.872
Epoch 13  val_acc=0.879 f1_macro=0.614  f1_weighted=0.873
Epoch 14  val_acc=0.878 f1_macro=0.611  f1_weighted=0.874
Epoch 15  val_acc=0.888 f1_macro=0.635  f1_weighted=0.883
Epoch 16  val_acc=0.885 f1_macro=0.634  f1_weighted=0.881
Epoch 17  val_acc=0.889 f1_macro=0.648  f1_weighted=0.885
Epoch 18  val_acc=0.891 f1_macro=0.651  f1_weighted=0.888
Epoch 19  val_acc=0.897 f1_macro=0.660  f1_weighted=0.893
Epoch 20  val_acc=0.893 f1_macro=0.656  f1_weighted=0.889
Epoch 21  val_acc=0.897 f1_macro=0.659  f1_weighted=0.893
Epoch 22  val_acc=0.896 f1_macro=0.662  f1_weighted=0.892
Epoch 23  val_acc=0.896 f1_macro=0.653  f1_weighted=0.893
Epoch 24  val_acc=0.897 f1_macro=0.661  f1_weighted=0.894
Epoch 25  val_acc=0.899 f1_macro=0.666  f1_weighted=0.896
Epoch 26  val_acc=0.899 f1_macro=0.663  f1_weighted=0.895
Epoch 27  val_acc=0.899 f1_macro=0.665  f1_weighted=0.895
Epoch 28  val_acc=0.900 f1_macro=0.660  f1_weighted=0.897
Epoch 29  val_acc=0.899 f1_macro=0.662  f1_weighted=0.896
Epoch 30  val_acc=0.900 f1_macro=0.668  f1_weighted=0.896
