Epoch 01  val_acc=0.771 f1_macro=0.212  f1_weighted=0.728
Epoch 02  val_acc=0.800 f1_macro=0.333  f1_weighted=0.781
Epoch 03  val_acc=0.818 f1_macro=0.358  f1_weighted=0.796
Epoch 04  val_acc=0.833 f1_macro=0.422  f1_weighted=0.817
Epoch 05  val_acc=0.845 f1_macro=0.479  f1_weighted=0.832
Epoch 06  val_acc=0.863 f1_macro=0.558  f1_weighted=0.855
Epoch 07  val_acc=0.860 f1_macro=0.560  f1_weighted=0.854
Epoch 08  val_acc=0.872 f1_macro=0.589  f1_weighted=0.866
Epoch 09  val_acc=0.881 f1_macro=0.616  f1_weighted=0.875
Epoch 10  val_acc=0.882 f1_macro=0.629  f1_weighted=0.877
Epoch 11  val_acc=0.888 f1_macro=0.652  f1_weighted=0.883
Epoch 12  val_acc=0.886 f1_macro=0.665  f1_weighted=0.884
Epoch 13  val_acc=0.893 f1_macro=0.670  f1_weighted=0.889
Epoch 14  val_acc=0.895 f1_macro=0.677  f1_weighted=0.891
Epoch 15  val_acc=0.898 f1_macro=0.675  f1_weighted=0.894
Epoch 16  val_acc=0.898 f1_macro=0.679  f1_weighted=0.893
Epoch 17  val_acc=0.898 f1_macro=0.672  f1_weighted=0.894
Epoch 18  val_acc=0.899 f1_macro=0.683  f1_weighted=0.896
Epoch 19  val_acc=0.900 f1_macro=0.690  f1_weighted=0.897
Epoch 20  val_acc=0.903 f1_macro=0.679  f1_weighted=0.899
Epoch 21  val_acc=0.903 f1_macro=0.688  f1_weighted=0.900
Epoch 22  val_acc=0.904 f1_macro=0.692  f1_weighted=0.901
Epoch 23  val_acc=0.905 f1_macro=0.692  f1_weighted=0.901
Epoch 24  val_acc=0.905 f1_macro=0.685  f1_weighted=0.901
Epoch 25  val_acc=0.904 f1_macro=0.689  f1_weighted=0.901
Epoch 26  val_acc=0.906 f1_macro=0.687  f1_weighted=0.903
Epoch 27  val_acc=0.906 f1_macro=0.687  f1_weighted=0.902
Epoch 28  val_acc=0.906 f1_macro=0.690  f1_weighted=0.903
Epoch 29  val_acc=0.906 f1_macro=0.692  f1_weighted=0.903
Epoch 30  val_acc=0.907 f1_macro=0.692  f1_weighted=0.903
