Epoch 01  val_acc=0.737 f1_macro=0.109  f1_weighted=0.668
Epoch 02  val_acc=0.777 f1_macro=0.191  f1_weighted=0.731
Epoch 03  val_acc=0.800 f1_macro=0.264  f1_weighted=0.769
Epoch 04  val_acc=0.809 f1_macro=0.302  f1_weighted=0.781
Epoch 05  val_acc=0.820 f1_macro=0.358  f1_weighted=0.799
Epoch 06  val_acc=0.833 f1_macro=0.397  f1_weighted=0.816
Epoch 07  val_acc=0.840 f1_macro=0.435  f1_weighted=0.826
Epoch 08  val_acc=0.848 f1_macro=0.460  f1_weighted=0.832
Epoch 09  val_acc=0.851 f1_macro=0.492  f1_weighted=0.842
Epoch 10  val_acc=0.863 f1_macro=0.522  f1_weighted=0.853
Epoch 11  val_acc=0.861 f1_macro=0.531  f1_weighted=0.853
Epoch 12  val_acc=0.864 f1_macro=0.541  f1_weighted=0.853
Epoch 13  val_acc=0.873 f1_macro=0.570  f1_weighted=0.865
Epoch 14  val_acc=0.872 f1_macro=0.572  f1_weighted=0.865
Epoch 15  val_acc=0.879 f1_macro=0.601  f1_weighted=0.873
Epoch 16  val_acc=0.883 f1_macro=0.623  f1_weighted=0.878
Epoch 17  val_acc=0.879 f1_macro=0.611  f1_weighted=0.873
Epoch 18  val_acc=0.888 f1_macro=0.639  f1_weighted=0.885
Epoch 19  val_acc=0.886 f1_macro=0.641  f1_weighted=0.881
Epoch 20  val_acc=0.891 f1_macro=0.659  f1_weighted=0.887
Epoch 21  val_acc=0.893 f1_macro=0.657  f1_weighted=0.889
Epoch 22  val_acc=0.895 f1_macro=0.667  f1_weighted=0.891
Epoch 23  val_acc=0.894 f1_macro=0.664  f1_weighted=0.891
Epoch 24  val_acc=0.895 f1_macro=0.665  f1_weighted=0.891
Epoch 25  val_acc=0.896 f1_macro=0.666  f1_weighted=0.893
Epoch 26  val_acc=0.896 f1_macro=0.671  f1_weighted=0.892
Epoch 27  val_acc=0.897 f1_macro=0.680  f1_weighted=0.893
Epoch 28  val_acc=0.896 f1_macro=0.671  f1_weighted=0.892
Epoch 29  val_acc=0.897 f1_macro=0.674  f1_weighted=0.893
Epoch 30  val_acc=0.897 f1_macro=0.670  f1_weighted=0.893
