Epoch 01  val_acc=0.781 f1_macro=0.224  f1_weighted=0.741
Epoch 02  val_acc=0.805 f1_macro=0.315  f1_weighted=0.779
Epoch 03  val_acc=0.823 f1_macro=0.394  f1_weighted=0.805
Epoch 04  val_acc=0.836 f1_macro=0.458  f1_weighted=0.822
Epoch 05  val_acc=0.844 f1_macro=0.486  f1_weighted=0.832
Epoch 06  val_acc=0.858 f1_macro=0.530  f1_weighted=0.849
Epoch 07  val_acc=0.861 f1_macro=0.544  f1_weighted=0.852
Epoch 08  val_acc=0.869 f1_macro=0.585  f1_weighted=0.865
Epoch 09  val_acc=0.879 f1_macro=0.600  f1_weighted=0.872
Epoch 10  val_acc=0.875 f1_macro=0.607  f1_weighted=0.868
Epoch 11  val_acc=0.879 f1_macro=0.622  f1_weighted=0.874
Epoch 12  val_acc=0.882 f1_macro=0.632  f1_weighted=0.878
Epoch 13  val_acc=0.889 f1_macro=0.640  f1_weighted=0.885
Epoch 14  val_acc=0.889 f1_macro=0.645  f1_weighted=0.885
Epoch 15  val_acc=0.894 f1_macro=0.647  f1_weighted=0.890
Epoch 16  val_acc=0.892 f1_macro=0.655  f1_weighted=0.888
Epoch 17  val_acc=0.897 f1_macro=0.661  f1_weighted=0.893
Epoch 18  val_acc=0.899 f1_macro=0.665  f1_weighted=0.895
Epoch 19  val_acc=0.897 f1_macro=0.665  f1_weighted=0.894
Epoch 20  val_acc=0.899 f1_macro=0.661  f1_weighted=0.896
Epoch 21  val_acc=0.901 f1_macro=0.668  f1_weighted=0.897
Epoch 22  val_acc=0.900 f1_macro=0.669  f1_weighted=0.896
Epoch 23  val_acc=0.901 f1_macro=0.667  f1_weighted=0.897
Epoch 24  val_acc=0.903 f1_macro=0.679  f1_weighted=0.899
Epoch 25  val_acc=0.903 f1_macro=0.670  f1_weighted=0.899
Epoch 26  val_acc=0.903 f1_macro=0.672  f1_weighted=0.899
Epoch 27  val_acc=0.903 f1_macro=0.673  f1_weighted=0.899
Epoch 28  val_acc=0.904 f1_macro=0.679  f1_weighted=0.900
Epoch 29  val_acc=0.904 f1_macro=0.679  f1_weighted=0.901
Epoch 30  val_acc=0.904 f1_macro=0.679  f1_weighted=0.900
