Epoch 01  val_acc=0.780 f1_macro=0.237  f1_weighted=0.742
Epoch 02  val_acc=0.808 f1_macro=0.346  f1_weighted=0.788
Epoch 03  val_acc=0.830 f1_macro=0.403  f1_weighted=0.812
Epoch 04  val_acc=0.838 f1_macro=0.461  f1_weighted=0.827
Epoch 05  val_acc=0.855 f1_macro=0.528  f1_weighted=0.844
Epoch 06  val_acc=0.862 f1_macro=0.564  f1_weighted=0.854
Epoch 07  val_acc=0.872 f1_macro=0.598  f1_weighted=0.867
Epoch 08  val_acc=0.876 f1_macro=0.602  f1_weighted=0.871
Epoch 09  val_acc=0.888 f1_macro=0.643  f1_weighted=0.883
Epoch 10  val_acc=0.894 f1_macro=0.667  f1_weighted=0.891
Epoch 11  val_acc=0.896 f1_macro=0.664  f1_weighted=0.892
Epoch 12  val_acc=0.900 f1_macro=0.672  f1_weighted=0.896
Epoch 13  val_acc=0.902 f1_macro=0.672  f1_weighted=0.898
Epoch 14  val_acc=0.904 f1_macro=0.682  f1_weighted=0.900
Epoch 15  val_acc=0.903 f1_macro=0.682  f1_weighted=0.900
