Epoch 01  val_acc=0.745 f1_macro=0.128  f1_weighted=0.679
Epoch 02  val_acc=0.788 f1_macro=0.248  f1_weighted=0.753
Epoch 03  val_acc=0.804 f1_macro=0.285  f1_weighted=0.769
Epoch 04  val_acc=0.818 f1_macro=0.360  f1_weighted=0.799
Epoch 05  val_acc=0.816 f1_macro=0.370  f1_weighted=0.800
Epoch 06  val_acc=0.833 f1_macro=0.405  f1_weighted=0.815
Epoch 07  val_acc=0.837 f1_macro=0.457  f1_weighted=0.825
Epoch 08  val_acc=0.842 f1_macro=0.480  f1_weighted=0.829
Epoch 09  val_acc=0.845 f1_macro=0.494  f1_weighted=0.832
Epoch 10  val_acc=0.850 f1_macro=0.515  f1_weighted=0.839
Epoch 11  val_acc=0.856 f1_macro=0.538  f1_weighted=0.847
Epoch 12  val_acc=0.863 f1_macro=0.546  f1_weighted=0.855
Epoch 13  val_acc=0.867 f1_macro=0.567  f1_weighted=0.860
Epoch 14  val_acc=0.874 f1_macro=0.595  f1_weighted=0.867
Epoch 15  val_acc=0.875 f1_macro=0.589  f1_weighted=0.868
Epoch 16  val_acc=0.881 f1_macro=0.629  f1_weighted=0.876
Epoch 17  val_acc=0.881 f1_macro=0.636  f1_weighted=0.877
Epoch 18  val_acc=0.883 f1_macro=0.632  f1_weighted=0.880
Epoch 19  val_acc=0.889 f1_macro=0.638  f1_weighted=0.884
Epoch 20  val_acc=0.889 f1_macro=0.644  f1_weighted=0.885
Epoch 21  val_acc=0.892 f1_macro=0.652  f1_weighted=0.888
Epoch 22  val_acc=0.892 f1_macro=0.657  f1_weighted=0.887
Epoch 23  val_acc=0.894 f1_macro=0.663  f1_weighted=0.890
Epoch 24  val_acc=0.894 f1_macro=0.662  f1_weighted=0.890
Epoch 25  val_acc=0.893 f1_macro=0.661  f1_weighted=0.889
Epoch 26  val_acc=0.894 f1_macro=0.664  f1_weighted=0.890
Epoch 27  val_acc=0.894 f1_macro=0.661  f1_weighted=0.890
Epoch 28  val_acc=0.894 f1_macro=0.662  f1_weighted=0.890
Epoch 29  val_acc=0.895 f1_macro=0.662  f1_weighted=0.891
Epoch 30  val_acc=0.896 f1_macro=0.666  f1_weighted=0.892
