Epoch 01  val_acc=0.780 f1_macro=0.250  f1_weighted=0.744
Epoch 02  val_acc=0.800 f1_macro=0.344  f1_weighted=0.784
Epoch 03  val_acc=0.826 f1_macro=0.413  f1_weighted=0.812
Epoch 04  val_acc=0.842 f1_macro=0.489  f1_weighted=0.829
Epoch 05  val_acc=0.856 f1_macro=0.528  f1_weighted=0.845
Epoch 06  val_acc=0.858 f1_macro=0.549  f1_weighted=0.850
Epoch 07  val_acc=0.858 f1_macro=0.557  f1_weighted=0.851
Epoch 08  val_acc=0.875 f1_macro=0.607  f1_weighted=0.867
Epoch 09  val_acc=0.884 f1_macro=0.627  f1_weighted=0.878
Epoch 10  val_acc=0.888 f1_macro=0.650  f1_weighted=0.884
Epoch 11  val_acc=0.895 f1_macro=0.677  f1_weighted=0.892
Epoch 12  val_acc=0.900 f1_macro=0.689  f1_weighted=0.897
Epoch 13  val_acc=0.900 f1_macro=0.686  f1_weighted=0.897
Epoch 14  val_acc=0.903 f1_macro=0.696  f1_weighted=0.900
Epoch 15  val_acc=0.902 f1_macro=0.687  f1_weighted=0.899
