Epoch 01  val_acc=0.725 f1_macro=0.088  f1_weighted=0.640
Epoch 02  val_acc=0.766 f1_macro=0.161  f1_weighted=0.713
Epoch 03  val_acc=0.788 f1_macro=0.218  f1_weighted=0.746
Epoch 04  val_acc=0.797 f1_macro=0.259  f1_weighted=0.765
Epoch 05  val_acc=0.805 f1_macro=0.300  f1_weighted=0.778
Epoch 06  val_acc=0.815 f1_macro=0.338  f1_weighted=0.791
Epoch 07  val_acc=0.827 f1_macro=0.375  f1_weighted=0.805
Epoch 08  val_acc=0.832 f1_macro=0.403  f1_weighted=0.814
Epoch 09  val_acc=0.834 f1_macro=0.416  f1_weighted=0.816
Epoch 10  val_acc=0.840 f1_macro=0.422  f1_weighted=0.823
Epoch 11  val_acc=0.843 f1_macro=0.441  f1_weighted=0.827
Epoch 12  val_acc=0.846 f1_macro=0.439  f1_weighted=0.831
Epoch 13  val_acc=0.848 f1_macro=0.451  f1_weighted=0.832
Epoch 14  val_acc=0.848 f1_macro=0.452  f1_weighted=0.833
Epoch 15  val_acc=0.849 f1_macro=0.449  f1_weighted=0.833
