Epoch 01  val_acc=0.774 f1_macro=0.225  f1_weighted=0.736
Epoch 02  val_acc=0.793 f1_macro=0.310  f1_weighted=0.763
Epoch 03  val_acc=0.817 f1_macro=0.388  f1_weighted=0.799
Epoch 04  val_acc=0.829 f1_macro=0.425  f1_weighted=0.810
Epoch 05  val_acc=0.842 f1_macro=0.473  f1_weighted=0.827
Epoch 06  val_acc=0.839 f1_macro=0.491  f1_weighted=0.827
Epoch 07  val_acc=0.850 f1_macro=0.507  f1_weighted=0.840
Epoch 08  val_acc=0.864 f1_macro=0.572  f1_weighted=0.857
Epoch 09  val_acc=0.869 f1_macro=0.562  f1_weighted=0.860
Epoch 10  val_acc=0.877 f1_macro=0.615  f1_weighted=0.872
Epoch 11  val_acc=0.881 f1_macro=0.624  f1_weighted=0.876
Epoch 12  val_acc=0.884 f1_macro=0.633  f1_weighted=0.879
Epoch 13  val_acc=0.890 f1_macro=0.644  f1_weighted=0.886
Epoch 14  val_acc=0.891 f1_macro=0.650  f1_weighted=0.887
Epoch 15  val_acc=0.893 f1_macro=0.656  f1_weighted=0.889
