/home/bw584/Chord-Classification/Models/CRNN/crnn_train.py:130: UserWarning: Rare classes (<2) – random split applied.
  warnings.warn("Rare classes (<2) – random split applied.")
Epoch 01  val_acc=0.782 f1_macro=0.222  f1_weighted=0.741
Epoch 02  val_acc=0.818 f1_macro=0.349  f1_weighted=0.793
Epoch 03  val_acc=0.837 f1_macro=0.425  f1_weighted=0.815
Epoch 04  val_acc=0.852 f1_macro=0.499  f1_weighted=0.838
Epoch 05  val_acc=0.860 f1_macro=0.529  f1_weighted=0.847
Epoch 06  val_acc=0.869 f1_macro=0.572  f1_weighted=0.861
Epoch 07  val_acc=0.881 f1_macro=0.620  f1_weighted=0.875
Epoch 08  val_acc=0.884 f1_macro=0.625  f1_weighted=0.877
Epoch 09  val_acc=0.889 f1_macro=0.643  f1_weighted=0.881
Epoch 10  val_acc=0.891 f1_macro=0.646  f1_weighted=0.886
Epoch 11  val_acc=0.897 f1_macro=0.674  f1_weighted=0.891
Epoch 12  val_acc=0.900 f1_macro=0.683  f1_weighted=0.895
Epoch 13  val_acc=0.901 f1_macro=0.681  f1_weighted=0.897
Epoch 14  val_acc=0.900 f1_macro=0.675  f1_weighted=0.895
Epoch 15  val_acc=0.901 f1_macro=0.679  f1_weighted=0.896
