/home/bw584/Chord-Classification/Models/CRNN/crnn_train.py:130: UserWarning: Rare classes (<2) – random split applied.
  warnings.warn("Rare classes (<2) – random split applied.")
Epoch 01  val_acc=0.791 f1_macro=0.256  f1_weighted=0.748
Epoch 02  val_acc=0.823 f1_macro=0.368  f1_weighted=0.799
Epoch 03  val_acc=0.843 f1_macro=0.453  f1_weighted=0.826
Epoch 04  val_acc=0.851 f1_macro=0.501  f1_weighted=0.838
Epoch 05  val_acc=0.865 f1_macro=0.544  f1_weighted=0.855
Epoch 06  val_acc=0.875 f1_macro=0.592  f1_weighted=0.869
Epoch 07  val_acc=0.880 f1_macro=0.611  f1_weighted=0.872
Epoch 08  val_acc=0.884 f1_macro=0.631  f1_weighted=0.879
Epoch 09  val_acc=0.892 f1_macro=0.650  f1_weighted=0.887
Epoch 10  val_acc=0.895 f1_macro=0.662  f1_weighted=0.891
Epoch 11  val_acc=0.897 f1_macro=0.674  f1_weighted=0.893
Epoch 12  val_acc=0.899 f1_macro=0.667  f1_weighted=0.894
Epoch 13  val_acc=0.901 f1_macro=0.671  f1_weighted=0.896
Epoch 14  val_acc=0.902 f1_macro=0.683  f1_weighted=0.898
Epoch 15  val_acc=0.903 f1_macro=0.682  f1_weighted=0.899
