/home/bw584/Chord-Classification/Models/RNN/rnn_train.py:125: UserWarning: Rare classes (<2 samples) – random split used.
  warnings.warn("Rare classes (<2 samples) – random split used.")
Epoch 01  val_acc=0.719 f1_macro=0.094  f1_weighted=0.638
Epoch 02  val_acc=0.759 f1_macro=0.201  f1_weighted=0.714
Epoch 03  val_acc=0.779 f1_macro=0.275  f1_weighted=0.750
Epoch 04  val_acc=0.789 f1_macro=0.311  f1_weighted=0.759
Epoch 05  val_acc=0.800 f1_macro=0.344  f1_weighted=0.774
Epoch 06  val_acc=0.809 f1_macro=0.370  f1_weighted=0.785
Epoch 07  val_acc=0.813 f1_macro=0.374  f1_weighted=0.790
Epoch 08  val_acc=0.817 f1_macro=0.409  f1_weighted=0.797
Epoch 09  val_acc=0.814 f1_macro=0.404  f1_weighted=0.797
Epoch 10  val_acc=0.824 f1_macro=0.435  f1_weighted=0.807
Epoch 11  val_acc=0.825 f1_macro=0.442  f1_weighted=0.809
Epoch 12  val_acc=0.828 f1_macro=0.444  f1_weighted=0.812
Epoch 13  val_acc=0.829 f1_macro=0.454  f1_weighted=0.812
Epoch 14  val_acc=0.831 f1_macro=0.463  f1_weighted=0.815
Epoch 15  val_acc=0.831 f1_macro=0.459  f1_weighted=0.815
