/home/bw584/Chord-Classification/Models/RNN/rnn_train.py:125: UserWarning: Rare classes (<2 samples) – random split used.
  warnings.warn("Rare classes (<2 samples) – random split used.")
Epoch 01  val_acc=0.734 f1_macro=0.200  f1_weighted=0.694
Epoch 02  val_acc=0.642 f1_macro=0.248  f1_weighted=0.660
Epoch 03  val_acc=0.740 f1_macro=0.297  f1_weighted=0.723
Epoch 04  val_acc=0.743 f1_macro=0.306  f1_weighted=0.733
Epoch 05  val_acc=0.753 f1_macro=0.320  f1_weighted=0.737
Epoch 06  val_acc=0.799 f1_macro=0.390  f1_weighted=0.778
Epoch 07  val_acc=0.803 f1_macro=0.415  f1_weighted=0.790
Epoch 08  val_acc=0.834 f1_macro=0.482  f1_weighted=0.824
Epoch 09  val_acc=0.833 f1_macro=0.517  f1_weighted=0.824
Epoch 10  val_acc=0.844 f1_macro=0.544  f1_weighted=0.835
Epoch 11  val_acc=0.854 f1_macro=0.571  f1_weighted=0.846
Epoch 12  val_acc=0.859 f1_macro=0.593  f1_weighted=0.852
Epoch 13  val_acc=0.868 f1_macro=0.605  f1_weighted=0.860
Epoch 14  val_acc=0.873 f1_macro=0.629  f1_weighted=0.867
Epoch 15  val_acc=0.875 f1_macro=0.630  f1_weighted=0.868
