/home/bw584/Chord-Classification/Models/RNN/rnn_train.py:125: UserWarning: Rare classes (<2 samples) – random split used.
  warnings.warn("Rare classes (<2 samples) – random split used.")
Epoch 01  val_acc=0.728 f1_macro=0.104  f1_weighted=0.651
Epoch 02  val_acc=0.779 f1_macro=0.237  f1_weighted=0.737
Epoch 03  val_acc=0.792 f1_macro=0.294  f1_weighted=0.761
Epoch 04  val_acc=0.805 f1_macro=0.331  f1_weighted=0.777
Epoch 05  val_acc=0.808 f1_macro=0.366  f1_weighted=0.784
Epoch 06  val_acc=0.815 f1_macro=0.398  f1_weighted=0.793
Epoch 07  val_acc=0.825 f1_macro=0.414  f1_weighted=0.805
Epoch 08  val_acc=0.825 f1_macro=0.436  f1_weighted=0.805
Epoch 09  val_acc=0.830 f1_macro=0.456  f1_weighted=0.815
Epoch 10  val_acc=0.831 f1_macro=0.466  f1_weighted=0.814
Epoch 11  val_acc=0.835 f1_macro=0.475  f1_weighted=0.820
Epoch 12  val_acc=0.836 f1_macro=0.481  f1_weighted=0.822
Epoch 13  val_acc=0.839 f1_macro=0.485  f1_weighted=0.824
Epoch 14  val_acc=0.839 f1_macro=0.481  f1_weighted=0.825
Epoch 15  val_acc=0.840 f1_macro=0.481  f1_weighted=0.825
