/home/yaxin/My_Files/ml_final/Chord-Classification/Models/MLP/mlp.py:70: UserWarning: Some classes occur only once — using random split.
  warnings.warn("Some classes occur only once — using random split.")
✅ Using cuda | hidden=[512, 256, 128] | lr=0.0002 | batch_size=64 | epochs=10
✅ Usable samples: 122912
✅ Feature shape: (122912, 128) | Classes: 320
Epoch 01/10 | Loss: 2994.0740
Epoch 02/10 | Loss: 1680.8478
Epoch 03/10 | Loss: 1424.6317
Epoch 04/10 | Loss: 1281.7307
Epoch 05/10 | Loss: 1183.0584
Epoch 06/10 | Loss: 1104.4242
Epoch 07/10 | Loss: 1039.4305
Epoch 08/10 | Loss: 983.1972
Epoch 09/10 | Loss: 928.7342
Epoch 10/10 | Loss: 880.5755

✅ Accuracy: 0.832 | Macro F1-score: 0.455

Classification Report:
              precision    recall  f1-score   support

           0       0.57      0.40      0.47        10
           1       1.00      0.25      0.40         4
           2       1.00      0.67      0.80         3
           3       1.00      0.20      0.33         5
           4       0.00      0.00      0.00         1
           5       1.00      0.50      0.67         4
           7       1.00      1.00      1.00         1
           8       0.90      0.95      0.92       493
           9       0.75      0.79      0.77        19
          10       0.25      0.14      0.18         7
          11       0.00      0.00      0.00         4
          12       1.00      0.44      0.62        18
          13       1.00      1.00      1.00         1
          14       0.00      0.00      0.00         1
          15       1.00      0.25      0.40         4
          16       0.95      0.89      0.92       397
          17       0.81      0.85      0.83        26
          18       1.00      0.62      0.77         8
          20       0.53      0.74      0.62        34
          21       0.00      0.00      0.00         0
          22       0.64      0.43      0.51        21
          24       0.53      0.55      0.54        47
          25       0.55      0.46      0.50        13
          26       0.00      0.00      0.00         6
          27       0.67      0.50      0.57         4
          28       0.00      0.00      0.00         1
          29       1.00      0.50      0.67         2
          30       0.33      0.25      0.29         4
          32       1.00      0.80      0.89         5
          33       1.00      0.33      0.50         3
          34       0.00      0.00      0.00         1
          35       0.92      0.91      0.91       450
          36       1.00      0.76      0.87        17
          37       0.38      0.50      0.43         6
          38       0.67      0.44      0.53         9
          39       0.67      0.62      0.65        16
          41       0.50      1.00      0.67         1
          42       0.43      0.27      0.33        11
          43       0.90      0.94      0.92       259
          44       1.00      0.50      0.67         6
          45       0.33      0.33      0.33        12
          46       0.00      0.00      0.00         1
          47       0.70      0.81      0.75        26
          48       0.00      0.00      0.00         2
          49       0.50      0.62      0.55        13
          50       0.00      0.00      0.00         1
          51       0.63      0.74      0.68        42
          52       0.62      0.29      0.39        28
          53       0.29      0.44      0.35         9
          54       1.00      0.25      0.40         4
          56       0.00      0.00      0.00         2
          57       1.00      0.50      0.67         4
          59       0.53      0.73      0.62        11
          60       0.40      1.00      0.57         2
          61       0.86      0.96      0.91       351
          62       0.81      1.00      0.90        13
          63       0.67      0.52      0.59        23
          64       0.00      0.00      0.00         4
