/home/yaxin/My_Files/ml_final/Chord-Classification/Models/MLP/mlp.py:70: UserWarning: Some classes occur only once — using random split.
  warnings.warn("Some classes occur only once — using random split.")
✅ Using cuda | hidden=[512, 256] | lr=0.0005 | batch_size=128 | epochs=10
✅ Usable samples: 122912
✅ Feature shape: (122912, 128) | Classes: 320
Epoch 01/10 | Loss: 1258.7213
Epoch 02/10 | Loss: 707.4173
Epoch 03/10 | Loss: 602.5035
Epoch 04/10 | Loss: 536.5133
Epoch 05/10 | Loss: 485.7118
Epoch 06/10 | Loss: 443.6563
Epoch 07/10 | Loss: 405.6429
Epoch 08/10 | Loss: 371.7488
Epoch 09/10 | Loss: 341.3895
Epoch 10/10 | Loss: 310.9300

✅ Accuracy: 0.851 | Macro F1-score: 0.531

Classification Report:
              precision    recall  f1-score   support

           0       0.64      0.70      0.67        10
           1       1.00      0.25      0.40         4
           2       1.00      0.33      0.50         3
           3       1.00      0.60      0.75         5
           4       0.00      0.00      0.00         1
           5       0.50      0.25      0.33         4
           7       0.00      0.00      0.00         1
           8       0.89      0.97      0.93       493
           9       0.76      0.68      0.72        19
          10       0.75      0.43      0.55         7
          11       0.67      0.50      0.57         4
          12       0.79      0.61      0.69        18
          13       1.00      1.00      1.00         1
          14       0.00      0.00      0.00         1
          15       0.67      0.50      0.57         4
          16       0.89      0.96      0.93       397
          17       0.78      0.81      0.79        26
          18       0.62      0.62      0.62         8
          20       0.84      0.47      0.60        34
          22       0.73      0.52      0.61        21
          24       0.66      0.49      0.56        47
          25       0.75      0.46      0.57        13
          26       0.00      0.00      0.00         6
          27       1.00      0.75      0.86         4
          28       0.00      0.00      0.00         1
          29       0.00      0.00      0.00         2
          30       0.33      0.25      0.29         4
          32       1.00      0.40      0.57         5
          33       1.00      0.67      0.80         3
          34       1.00      1.00      1.00         1
          35       0.92      0.92      0.92       450
          36       1.00      0.76      0.87        17
          37       0.80      0.67      0.73         6
          38       1.00      0.44      0.62         9
          39       0.67      0.62      0.65        16
          40       0.00      0.00      0.00         0
          41       0.50      1.00      0.67         1
          42       1.00      0.55      0.71        11
          43       0.89      0.95      0.92       259
          44       0.50      0.17      0.25         6
          45       0.75      0.50      0.60        12
          46       0.00      0.00      0.00         1
          47       0.73      0.92      0.81        26
          48       0.29      1.00      0.44         2
          49       0.67      0.31      0.42        13
          50       0.00      0.00      0.00         1
          51       0.72      0.62      0.67        42
          52       0.61      0.61      0.61        28
          53       0.27      0.67      0.39         9
          54       1.00      0.25      0.40         4
          56       0.00      0.00      0.00         2
          57       1.00      0.50      0.67         4
          59       0.77      0.91      0.83        11
          60       0.50      1.00      0.67         2
          61       0.88      0.95      0.92       351
          62       0.86      0.92      0.89        13
          63       0.92      0.52      0.67        23
          64       0.50      0.25      0.33         4
          65       0.78      0.64      0.70        11
          67       1.00      0.50      0.67         2
          68       0.79      0.75      0.77        20
          69       0.96      0.91      0.93       298
          70       0.67      0.50      0.57         8
          71       0.00      0.00      0.00         1
          73       0.75      0.84      0.79        62
          74       0.00      0.00      0.00         1
          75       0.50      0.36      0.42        14
          76       0.67      0.80      0.73        45
          77       0.75      0.60      0.67        20
          78       0.75      0.50      0.60         6
          79       0.50      0.33      0.40         6
          82       0.50      0.33      0.40         3
          84       1.00      1.00      1.00         3
          85       1.00      1.00      1.00         2
          86       0.89      0.95      0.91       457
          87       0.69      0.56      0.62        16
          88       0.80      0.40      0.53        20
          89       0.64      0.64      0.64        11
          90       0.82      0.60      0.69        15
          91       0.00      0.00      0.00         2
          92       1.00      0.67      0.80         3
          93       0.75      0.60      0.67         5
          94       0.90      0.95      0.92       298
          95       0.50      0.50      0.50         4
          96       1.00      1.00      1.00         1
          98       0.72      0.67      0.69        42
         100       0.00      0.00      0.00         8
         102       0.58      0.60      0.59        43
         103       0.72      0.64      0.68        28
         104       0.88      0.54      0.67        13
         105       0.75      0.60      0.67         5
         106       0.00      0.00      0.00         1
         107       0.50      0.33      0.40         6
         108       0.67      0.80      0.73         5
         109       0.50      0.50      0.50         2
         110       0.50      0.67      0.57         3
         111       1.00      0.75      0.86         4
         112       0.00      0.00      0.00         2
         113       0.88      0.90      0.89       404
         114       0.72      0.72      0.72        18
         115       0.45      0.37      0.41        27
         116       0.25      0.50      0.33         4
         117       0.50      0.38      0.43         8
         118       1.00      0.50      0.67         4
         119       0.00      0.00      0.00         2
         120       0.80      0.44      0.57         9
         121       0.90      0.93      0.91       283
         122       0.36      0.42      0.38        12
         123       0.50      0.33      0.40         6
         125       0.83      0.65      0.73        23
         127       0.75      0.50      0.60         6
         129       0.73      0.68      0.70        56
         130       0.54      0.48      0.51        27
         131       0.29      0.22      0.25         9
         132       0.00      0.00      0.00         3
         134       1.00      0.33      0.50         3
         135       0.00      0.00      0.00         1
         136       0.67      0.50      0.57         4
         137       1.00      0.83      0.91         6
         138       0.00      0.00      0.00         0
         140       0.86      0.96      0.90       524
         141       0.68      0.61      0.64        31
         142       0.78      0.47      0.59        53
         143       0.50      0.17      0.25         6
         144       0.43      0.17      0.24        18
         145       0.50      0.25      0.33         4
         146       1.00      1.00      1.00         1
         147       0.44      0.50      0.47         8
         148       0.92      0.94      0.93       274
         149       1.00      0.71      0.83        14
         150       0.50      0.18      0.27        22
         152       0.89      0.61      0.72        28
         153       1.00      0.25      0.40         4
         154       0.57      0.67      0.62         6
         156       0.78      0.60      0.68        84
         157       0.75      0.39      0.51        23
         158       0.50      0.38      0.43         8
         159       0.88      0.35      0.50        20
         160       0.00      0.00      0.00         1
         161       0.50      0.17      0.25         6
         162       0.55      0.86      0.67         7
         163       1.00      1.00      1.00         4
         164       0.80      1.00      0.89         4
         165       0.00      0.00      0.00         0
         167       0.90      0.92      0.91       463
         168       0.60      0.64      0.62        28
         169       0.50      0.43      0.47        23
         170       0.00      0.00      0.00         4
         171       0.50      0.17      0.25         6
         172       0.00      0.00      0.00         0
         173       0.00      0.00      0.00         1
         174       0.83      0.83      0.83         6
         175       0.88      0.96      0.92       313
         176       0.89      0.77      0.83        31
         177       0.40      0.57      0.47        14
         178       0.00      0.00      0.00         1
         179       1.00      0.63      0.77        35
         180       0.00      0.00      0.00         2
         181       0.75      0.25      0.38        12
         182       0.73      0.59      0.65        59
         183       0.63      0.48      0.55        25
         184       0.62      0.67      0.64        12
         185       0.67      0.86      0.75         7
         186       0.00      0.00      0.00         1
         187       0.50      1.00      0.67         1
         188       0.00      0.00      0.00         1
         189       0.00      0.00      0.00         1
         190       1.00      0.83      0.91         6
         191       0.00      0.00      0.00         0
         192       0.67      0.67      0.67         3
         193       0.92      0.95      0.93       460
         194       0.70      0.73      0.72        26
         195       0.56      0.33      0.42        15
         196       0.33      0.25      0.29         4
         197       0.56      0.42      0.48        12
         198       0.00      0.00      0.00         2
         199       1.00      1.00      1.00         1
         200       1.00      0.40      0.57         5
         201       0.90      0.98      0.94       348
         202       0.75      0.30      0.43        10
         203       0.63      0.57      0.60        21
         204       1.00      1.00      1.00         1
         205       0.86      0.66      0.75        38
         206       1.00      1.00      1.00         4
         207       0.00      0.00      0.00         6
         209       0.72      0.46      0.57        28
         210       0.72      0.69      0.71        26
         211       0.44      0.57      0.50         7
         212       0.89      1.00      0.94         8
         213       1.00      1.00      1.00         2
         214       0.00      0.00      0.00         1
         215       1.00      0.33      0.50         3
         216       0.00      0.00      0.00         0
         217       0.67      1.00      0.80         2
         219       0.00      0.00      0.00         1
         220       0.91      0.95      0.93       453
         221       0.74      0.74      0.74        31
         222       0.80      0.64      0.71        25
         223       0.33      0.20      0.25         5
         224       0.60      0.27      0.38        11
         225       0.00      0.00      0.00         2
         226       1.00      1.00      1.00         1
         227       1.00      0.20      0.33        10
         228       0.92      0.94      0.93       218
         229       0.50      0.40      0.44         5
         230       0.67      0.47      0.55        17
         231       1.00      0.33      0.50         3
         232       0.73      0.94      0.82        34
         233       0.00      0.00      0.00         2
         234       0.57      0.57      0.57         7
         236       0.72      0.62      0.67        37
         237       0.67      0.67      0.67        27
         238       0.47      0.64      0.54        11
         239       0.67      1.00      0.80         4
         240       0.00      0.00      0.00         0
         241       1.00      0.50      0.67         2
         242       0.00      0.00      0.00         4
         243       1.00      1.00      1.00         1
         244       0.83      1.00      0.91         5
         246       0.00      0.00      0.00         1
         247       0.93      0.92      0.92       404
         248       0.91      0.75      0.82        28
         249       1.00      0.25      0.40         8
         250       0.00      0.00      0.00         5
         251       0.38      0.67      0.48         9
         252       0.00      0.00      0.00         1
         253       1.00      1.00      1.00         4
         254       0.80      0.67      0.73         6
         255       0.96      0.98      0.97       287
         256       0.60      0.38      0.46         8
         257       0.93      0.81      0.87        16
         259       0.67      0.78      0.72        18
         261       0.00      0.00      0.00         3
         263       0.71      0.63      0.67        43
         264       0.27      0.29      0.28        14
         265       0.86      0.75      0.80         8
         266       0.67      0.50      0.57         8
         267       1.00      0.50      0.67         2
         268       0.00      0.00      0.00         1
         269       1.00      0.25      0.40         4
         271       0.80      0.80      0.80         5
         272       0.00      0.00      0.00         1
         273       0.50      0.50      0.50         2
         274       0.87      0.95      0.90       528
         275       0.83      0.62      0.71        16
         276       0.58      0.50      0.54        14
