/home/yaxin/My_Files/ml_final/Chord-Classification/Models/MLP/mlp.py:70: UserWarning: Some classes occur only once — using random split.
  warnings.warn("Some classes occur only once — using random split.")
✅ Using cuda | hidden=[512, 256, 128] | lr=0.0001 | batch_size=64 | epochs=10
✅ Usable samples: 122912
✅ Feature shape: (122912, 128) | Classes: 320
Epoch 01/10 | Loss: 3782.0272
Epoch 02/10 | Loss: 2044.1509
Epoch 03/10 | Loss: 1735.2755
Epoch 04/10 | Loss: 1563.2751
Epoch 05/10 | Loss: 1443.5337
Epoch 06/10 | Loss: 1356.9374
Epoch 07/10 | Loss: 1286.7524
Epoch 08/10 | Loss: 1230.6396
Epoch 09/10 | Loss: 1180.9948
Epoch 10/10 | Loss: 1138.5961

✅ Accuracy: 0.814 | Macro F1-score: 0.369

Classification Report:
              precision    recall  f1-score   support

           0       0.20      0.10      0.13        10
           1       0.00      0.00      0.00         4
           2       1.00      0.33      0.50         3
           3       0.00      0.00      0.00         5
           4       0.00      0.00      0.00         1
           5       0.50      0.75      0.60         4
           7       0.00      0.00      0.00         1
           8       0.86      0.93      0.90       493
           9       0.50      0.53      0.51        19
          10       0.20      0.14      0.17         7
          11       0.00      0.00      0.00         4
          12       0.58      0.39      0.47        18
          13       0.00      0.00      0.00         1
          14       0.00      0.00      0.00         1
          15       0.50      0.50      0.50         4
          16       0.88      0.96      0.92       397
          17       0.87      0.77      0.82        26
          18       0.80      0.50      0.62         8
          19       0.00      0.00      0.00         0
          20       0.59      0.47      0.52        34
          22       0.43      0.14      0.21        21
          24       0.54      0.45      0.49        47
          25       0.60      0.23      0.33        13
          26       0.20      0.17      0.18         6
          27       0.00      0.00      0.00         4
          28       0.00      0.00      0.00         1
          29       0.00      0.00      0.00         2
          30       0.20      0.25      0.22         4
          32       1.00      0.40      0.57         5
          33       1.00      0.33      0.50         3
          34       0.00      0.00      0.00         1
          35       0.91      0.90      0.91       450
          36       1.00      0.53      0.69        17
          37       0.27      0.50      0.35         6
          38       0.71      0.56      0.62         9
          39       0.50      0.56      0.53        16
          41       1.00      1.00      1.00         1
          42       1.00      0.18      0.31        11
          43       0.83      0.96      0.89       259
          44       1.00      0.17      0.29         6
          45       0.50      0.25      0.33        12
          46       0.00      0.00      0.00         1
          47       0.58      0.69      0.63        26
          48       0.00      0.00      0.00         2
          49       0.75      0.23      0.35        13
          50       0.00      0.00      0.00         1
          51       0.50      0.71      0.59        42
          52       0.83      0.36      0.50        28
          53       0.25      0.22      0.24         9
          54       0.00      0.00      0.00         4
          56       0.00      0.00      0.00         2
          57       0.00      0.00      0.00         4
          59       0.67      0.91      0.77        11
          60       1.00      0.50      0.67         2
          61       0.83      0.97      0.89       351
          62       0.86      0.92      0.89        13
          63       0.70      0.30      0.42        23
          64       0.00      0.00      0.00         4
          65       0.33      0.09      0.14        11
          67       0.00      0.00      0.00         2
          68       0.53      0.50      0.51        20
