/home/yaxin/My_Files/ml_final/Chord-Classification/Models/MLP/mlp.py:70: UserWarning: Some classes occur only once — using random split.
  warnings.warn("Some classes occur only once — using random split.")
✅ Using cuda | hidden=[256, 128] | lr=0.0005 | batch_size=128 | epochs=10
✅ Usable samples: 122912
✅ Feature shape: (122912, 128) | Classes: 320
Epoch 01/10 | Loss: 1483.2323
Epoch 02/10 | Loss: 799.7839
Epoch 03/10 | Loss: 682.2264
Epoch 04/10 | Loss: 617.9070
Epoch 05/10 | Loss: 574.7366
Epoch 06/10 | Loss: 539.1108
Epoch 07/10 | Loss: 509.5633
Epoch 08/10 | Loss: 485.1691
Epoch 09/10 | Loss: 461.5213
Epoch 10/10 | Loss: 440.5211

✅ Accuracy: 0.830 | Macro F1-score: 0.460

Classification Report:
              precision    recall  f1-score   support

           0       0.50      0.50      0.50        10
           1       1.00      0.25      0.40         4
           2       1.00      0.67      0.80         3
           3       1.00      0.40      0.57         5
           4       0.00      0.00      0.00         1
           5       0.50      0.25      0.33         4
           7       0.00      0.00      0.00         1
           8       0.90      0.94      0.92       493
           9       0.68      0.79      0.73        19
          10       1.00      0.14      0.25         7
          11       1.00      0.25      0.40         4
          12       0.76      0.72      0.74        18
          13       1.00      1.00      1.00         1
          14       0.00      0.00      0.00         1
          15       0.50      1.00      0.67         4
          16       0.92      0.93      0.93       397
          17       0.70      0.73      0.72        26
          18       1.00      0.50      0.67         8
          20       0.69      0.74      0.71        34
          22       0.62      0.38      0.47        21
          24       0.62      0.49      0.55        47
          25       0.33      0.38      0.36        13
          26       0.20      0.17      0.18         6
          27       1.00      0.25      0.40         4
          28       0.00      0.00      0.00         1
          29       1.00      0.50      0.67         2
          30       1.00      0.25      0.40         4
          32       1.00      0.40      0.57         5
          33       1.00      0.33      0.50         3
          34       1.00      1.00      1.00         1
          35       0.85      0.96      0.90       450
          36       0.88      0.88      0.88        17
          37       1.00      0.17      0.29         6
          38       0.60      0.33      0.43         9
          39       0.89      0.50      0.64        16
          40       0.00      0.00      0.00         0
          41       1.00      1.00      1.00         1
          42       0.75      0.27      0.40        11
          43       0.85      0.96      0.90       259
          44       1.00      0.33      0.50         6
          45       0.00      0.00      0.00        12
          46       0.00      0.00      0.00         1
          47       0.73      0.62      0.67        26
          48       0.00      0.00      0.00         2
          49       0.57      0.31      0.40        13
          50       0.00      0.00      0.00         1
          51       0.76      0.38      0.51        42
          52       0.53      0.36      0.43        28
          53       0.42      0.56      0.48         9
          54       0.40      0.50      0.44         4
          56       0.00      0.00      0.00         2
          57       0.00      0.00      0.00         4
          59       0.75      0.82      0.78        11
          60       1.00      1.00      1.00         2
          61       0.88      0.94      0.91       351
          62       0.60      0.92      0.73        13
          63       0.65      0.48      0.55        23
          64       0.33      0.25      0.29         4
          65       0.50      0.18      0.27        11
          67       1.00      0.50      0.67         2
          68       0.62      0.40      0.48        20
          69       0.92      0.94      0.93       298
          70       0.67      0.50      0.57         8
          71       0.00      0.00      0.00         1
          73       0.82      0.73      0.77        62
          74       0.00      0.00      0.00         1
          75       0.75      0.21      0.33        14
          76       0.57      0.64      0.60        45
          77       0.73      0.55      0.63        20
          78       1.00      0.17      0.29         6
          79       0.50      0.17      0.25         6
          82       1.00      0.67      0.80         3
          84       1.00      1.00      1.00         3
          85       1.00      1.00      1.00         2
          86       0.86      0.97      0.91       457
          87       0.70      0.44      0.54        16
          88       1.00      0.30      0.46        20
          89       0.67      0.18      0.29        11
          90       0.80      0.53      0.64        15
          91       0.00      0.00      0.00         2
          92       1.00      0.33      0.50         3
          93       0.25      0.40      0.31         5
          94       0.86      0.98      0.92       298
          95       1.00      0.25      0.40         4
          96       0.25      1.00      0.40         1
          98       0.78      0.43      0.55        42
         100       0.00      0.00      0.00         8
         102       0.80      0.37      0.51        43
         103       0.56      0.68      0.61        28
         104       0.67      0.31      0.42        13
         105       0.75      0.60      0.67         5
         106       0.00      0.00      0.00         1
         107       0.00      0.00      0.00         6
         108       1.00      0.60      0.75         5
         109       1.00      0.50      0.67         2
         110       0.75      1.00      0.86         3
         111       1.00      0.75      0.86         4
         112       0.00      0.00      0.00         2
         113       0.88      0.88      0.88       404
         114       0.54      0.72      0.62        18
         115       0.33      0.19      0.24        27
         116       0.00      0.00      0.00         4
         117       0.67      0.50      0.57         8
         118       1.00      0.50      0.67         4
         119       0.00      0.00      0.00         2
         120       0.57      0.44      0.50         9
         121       0.83      0.96      0.89       283
         122       0.60      0.25      0.35        12
         123       0.00      0.00      0.00         6
         125       0.80      0.70      0.74        23
         127       0.38      0.50      0.43         6
         129       0.54      0.61      0.57        56
