/home/yaxin/My_Files/ml_final/Chord-Classification/Models/MLP/mlp.py:70: UserWarning: Some classes occur only once — using random split.
  warnings.warn("Some classes occur only once — using random split.")
✅ Using cuda | hidden=[256, 128] | lr=0.0002 | batch_size=64 | epochs=20
✅ Usable samples: 122912
✅ Feature shape: (122912, 128) | Classes: 320
Epoch 01/20 | Loss: 3423.2509
Epoch 02/20 | Loss: 1841.0750
Epoch 03/20 | Loss: 1555.7826
Epoch 04/20 | Loss: 1406.7825
Epoch 05/20 | Loss: 1308.5153
Epoch 06/20 | Loss: 1235.7997
Epoch 07/20 | Loss: 1179.1051
Epoch 08/20 | Loss: 1130.2424
Epoch 09/20 | Loss: 1088.2208
Epoch 10/20 | Loss: 1049.9112
Epoch 11/20 | Loss: 1018.0235
Epoch 12/20 | Loss: 985.9621
Epoch 13/20 | Loss: 956.5458
Epoch 14/20 | Loss: 929.3795
Epoch 15/20 | Loss: 903.6672
Epoch 16/20 | Loss: 878.5395
Epoch 17/20 | Loss: 856.2881
Epoch 18/20 | Loss: 834.0501
Epoch 19/20 | Loss: 812.0761
Epoch 20/20 | Loss: 791.4574

✅ Accuracy: 0.841 | Macro F1-score: 0.503

Classification Report:
              precision    recall  f1-score   support

           0       0.57      0.40      0.47        10
           1       1.00      0.25      0.40         4
           2       1.00      0.67      0.80         3
           3       1.00      0.60      0.75         5
           4       0.00      0.00      0.00         1
           5       0.00      0.00      0.00         4
           7       1.00      1.00      1.00         1
           8       0.90      0.96      0.93       493
           9       0.70      0.84      0.76        19
          10       0.50      0.14      0.22         7
          11       0.50      0.25      0.33         4
          12       0.73      0.61      0.67        18
          13       1.00      1.00      1.00         1
          14       0.00      0.00      0.00         1
          15       1.00      0.75      0.86         4
          16       0.91      0.95      0.93       397
          17       0.91      0.77      0.83        26
          18       1.00      0.50      0.67         8
          20       0.59      0.68      0.63        34
          22       0.67      0.48      0.56        21
          24       0.71      0.43      0.53        47
          25       0.67      0.62      0.64        13
          26       0.00      0.00      0.00         6
          27       0.67      0.50      0.57         4
          28       0.00      0.00      0.00         1
          29       1.00      0.50      0.67         2
          30       0.25      0.25      0.25         4
          32       1.00      0.60      0.75         5
          33       1.00      0.67      0.80         3
          34       0.00      0.00      0.00         1
          35       0.90      0.93      0.91       450
          36       0.87      0.76      0.81        17
          37       0.67      0.33      0.44         6
          38       0.55      0.67      0.60         9
          39       0.77      0.62      0.69        16
          41       0.20      1.00      0.33         1
          42       1.00      0.36      0.53        11
          43       0.86      0.95      0.90       259
          44       1.00      0.33      0.50         6
          45       0.25      0.08      0.12        12
          46       0.00      0.00      0.00         1
          47       0.65      0.85      0.73        26
          48       0.00      0.00      0.00         2
          49       0.50      0.31      0.38        13
          50       0.00      0.00      0.00         1
          51       0.66      0.64      0.65        42
          52       0.58      0.54      0.56        28
          53       0.33      0.22      0.27         9
          54       0.67      0.50      0.57         4
          56       1.00      0.50      0.67         2
          57       1.00      0.75      0.86         4
          59       0.77      0.91      0.83        11
          60       1.00      0.50      0.67         2
          61       0.87      0.94      0.91       351
          62       0.80      0.92      0.86        13
          63       0.70      0.61      0.65        23
          64       0.00      0.00      0.00         4
          65       0.60      0.55      0.57        11
          67       0.50      0.50      0.50         2
          68       0.67      0.50      0.57        20
          69       0.87      0.97      0.92       298
          70       0.33      0.25      0.29         8
          71       1.00      1.00      1.00         1
          73       0.91      0.66      0.77        62
          74       0.00      0.00      0.00         1
          75       0.67      0.14      0.24        14
          76       0.74      0.51      0.61        45
          77       0.86      0.60      0.71        20
          78       1.00      0.17      0.29         6
          79       0.60      0.50      0.55         6
          82       0.50      0.33      0.40         3
          84       1.00      1.00      1.00         3
          85       1.00      1.00      1.00         2
          86       0.89      0.94      0.92       457
          87       0.50      0.56      0.53        16
          88       0.83      0.25      0.38        20
          89       0.50      0.27      0.35        11
          90       0.75      0.60      0.67        15
          91       0.00      0.00      0.00         2
          92       1.00      0.33      0.50         3
          93       0.40      0.40      0.40         5
          94       0.90      0.92      0.91       298
          95       0.25      0.50      0.33         4
          96       0.50      1.00      0.67         1
          98       0.74      0.62      0.68        42
         100       0.33      0.12      0.18         8
         102       0.48      0.70      0.57        43
         103       0.65      0.54      0.59        28
         104       0.50      0.15      0.24        13
         105       1.00      0.60      0.75         5
         106       0.00      0.00      0.00         1
         107       0.50      0.17      0.25         6
         108       1.00      0.80      0.89         5
         109       0.25      0.50      0.33         2
         110       0.75      1.00      0.86         3
         111       1.00      0.75      0.86         4
         112       0.00      0.00      0.00         2
         113       0.88      0.91      0.90       404
         114       0.50      0.67      0.57        18
         115       0.40      0.15      0.22        27
         116       0.00      0.00      0.00         4
         117       0.45      0.62      0.53         8
         118       1.00      0.25      0.40         4
         119       0.00      0.00      0.00         2
         120       0.75      0.33      0.46         9
         121       0.90      0.92      0.91       283
         122       0.47      0.58      0.52        12
         123       0.22      0.33      0.27         6
         125       0.79      0.83      0.81        23
         127       0.38      0.50      0.43         6
         129       0.60      0.62      0.61        56
         130       0.58      0.41      0.48        27
         131       0.25      0.33      0.29         9
         132       0.33      0.33      0.33         3
         134       1.00      0.33      0.50         3
         135       0.00      0.00      0.00         1
         136       1.00      0.25      0.40         4
         137       0.71      0.83      0.77         6
         140       0.88      0.95      0.92       524
         141       0.67      0.52      0.58        31
         142       0.66      0.62      0.64        53
         143       0.60      0.50      0.55         6
         144       0.44      0.22      0.30        18
         145       0.00      0.00      0.00         4
         146       0.00      0.00      0.00         1
         147       0.62      0.62      0.62         8
         148       0.93      0.91      0.92       274
         149       0.85      0.79      0.81        14
         150       0.40      0.36      0.38        22
         152       0.64      0.64      0.64        28
         153       1.00      0.25      0.40         4
         154       0.38      0.50      0.43         6
         156       0.70      0.68      0.69        84
         157       0.62      0.57      0.59        23
         158       0.75      0.38      0.50         8
         159       0.67      0.30      0.41        20
         160       0.00      0.00      0.00         1
         161       0.67      0.33      0.44         6
         162       0.45      0.71      0.56         7
         163       1.00      0.75      0.86         4
         164       0.75      0.75      0.75         4
         165       0.00      0.00      0.00         0
         167       0.88      0.93      0.90       463
         168       0.77      0.61      0.68        28
         169       0.42      0.22      0.29        23
         170       0.00      0.00      0.00         4
         171       1.00      0.17      0.29         6
         173       0.00      0.00      0.00         1
         174       0.80      0.67      0.73         6
         175       0.88      0.97      0.92       313
         176       0.88      0.71      0.79        31
         177       0.43      0.21      0.29        14
         178       0.00      0.00      0.00         1
         179       0.83      0.69      0.75        35
         180       1.00      0.50      0.67         2
         181       0.50      0.17      0.25        12
         182       0.70      0.56      0.62        59
         183       0.41      0.48      0.44        25
         184       0.54      0.58      0.56        12
         185       0.75      0.86      0.80         7
         186       0.00      0.00      0.00         1
         187       1.00      1.00      1.00         1
         188       0.00      0.00      0.00         1
         189       0.00      0.00      0.00         1
         190       1.00      0.67      0.80         6
         191       0.00      0.00      0.00         0
         192       1.00      0.33      0.50         3
         193       0.92      0.93      0.93       460
         194       0.85      0.65      0.74        26
         195       0.56      0.33      0.42        15
         196       0.00      0.00      0.00         4
         197       1.00      0.33      0.50        12
         198       0.00      0.00      0.00         2
         199       1.00      1.00      1.00         1
         200       1.00      0.20      0.33         5
         201       0.91      0.96      0.93       348
         202       0.60      0.30      0.40        10
         203       0.61      0.52      0.56        21
