/home/yaxin/My_Files/ml_final/Chord-Classification/Models/MLP/mlp.py:70: UserWarning: Some classes occur only once — using random split.
  warnings.warn("Some classes occur only once — using random split.")
✅ Using cuda | hidden=[512, 256, 128] | lr=0.0001 | batch_size=128 | epochs=10
✅ Usable samples: 122912
✅ Feature shape: (122912, 128) | Classes: 320
Epoch 01/10 | Loss: 2230.9390
Epoch 02/10 | Loss: 1126.2019
Epoch 03/10 | Loss: 943.1271
Epoch 04/10 | Loss: 846.1838
Epoch 05/10 | Loss: 780.1283
Epoch 06/10 | Loss: 732.2674
Epoch 07/10 | Loss: 694.9332
Epoch 08/10 | Loss: 665.1083
Epoch 09/10 | Loss: 639.3062
Epoch 10/10 | Loss: 617.8213

✅ Accuracy: 0.804 | Macro F1-score: 0.334

Classification Report:
              precision    recall  f1-score   support

           0       0.20      0.10      0.13        10
           1       0.00      0.00      0.00         4
           2       0.00      0.00      0.00         3
           3       0.00      0.00      0.00         5
           4       0.00      0.00      0.00         1
           5       0.25      0.25      0.25         4
           7       0.00      0.00      0.00         1
           8       0.85      0.95      0.90       493
           9       0.59      0.53      0.56        19
          10       0.00      0.00      0.00         7
          11       0.00      0.00      0.00         4
          12       0.62      0.28      0.38        18
          13       0.00      0.00      0.00         1
          14       0.00      0.00      0.00         1
          15       0.40      0.50      0.44         4
          16       0.90      0.94      0.92       397
          17       0.74      0.77      0.75        26
          18       1.00      0.12      0.22         8
          20       0.45      0.59      0.51        34
          22       0.50      0.14      0.22        21
          24       0.55      0.45      0.49        47
          25       0.42      0.38      0.40        13
          26       0.00      0.00      0.00         6
          27       0.50      0.50      0.50         4
          28       0.00      0.00      0.00         1
          29       0.00      0.00      0.00         2
          30       0.00      0.00      0.00         4
          32       0.75      0.60      0.67         5
          33       0.00      0.00      0.00         3
          34       0.00      0.00      0.00         1
          35       0.87      0.91      0.89       450
          36       0.82      0.53      0.64        17
          37       0.00      0.00      0.00         6
          38       1.00      0.11      0.20         9
          39       0.33      0.12      0.18        16
          41       1.00      1.00      1.00         1
          42       1.00      0.18      0.31        11
          43       0.80      0.96      0.88       259
          44       1.00      0.50      0.67         6
          45       0.00      0.00      0.00        12
          46       0.00      0.00      0.00         1
          47       0.55      0.46      0.50        26
          48       0.00      0.00      0.00         2
          49       0.50      0.15      0.24        13
          50       0.00      0.00      0.00         1
          51       0.53      0.60      0.56        42
          52       0.68      0.46      0.55        28
          53       0.50      0.44      0.47         9
          54       0.50      0.25      0.33         4
          56       0.00      0.00      0.00         2
          57       0.00      0.00      0.00         4
          59       0.58      0.64      0.61        11
          60       0.50      0.50      0.50         2
          61       0.83      0.95      0.89       351
          62       0.65      0.85      0.73        13
          63       0.71      0.22      0.33        23
          64       0.00      0.00      0.00         4
          65       0.80      0.36      0.50        11
          67       0.00      0.00      0.00         2
          68       0.56      0.45      0.50        20
          69       0.88      0.94      0.91       298
          70       0.60      0.38      0.46         8
          71       0.00      0.00      0.00         1
          73       0.88      0.69      0.77        62
          74       0.00      0.00      0.00         1
          75       0.38      0.21      0.27        14
          76       0.75      0.47      0.58        45
          77       0.59      0.65      0.62        20
          78       0.00      0.00      0.00         6
          79       0.50      0.17      0.25         6
          82       1.00      0.33      0.50         3
          84       0.67      0.67      0.67         3
          85       0.50      0.50      0.50         2
          86       0.87      0.91      0.89       457
          87       0.46      0.38      0.41        16
          88       0.50      0.35      0.41        20
          89       0.38      0.27      0.32        11
          90       0.71      0.33      0.45        15
          91       0.00      0.00      0.00         2
          92       0.00      0.00      0.00         3
          93       0.00      0.00      0.00         5
          94       0.86      0.97      0.91       298
          95       0.20      0.25      0.22         4
          96       0.00      0.00      0.00         1
          98       0.74      0.40      0.52        42
         100       0.00      0.00      0.00         8
         102       0.58      0.58      0.58        43
         103       0.56      0.36      0.43        28
         104       0.57      0.31      0.40        13
         105       0.00      0.00      0.00         5
         106       0.00      0.00      0.00         1
         107       0.00      0.00      0.00         6
         108       1.00      0.60      0.75         5
         109       1.00      0.50      0.67         2
         110       0.40      0.67      0.50         3
         111       1.00      0.25      0.40         4
         112       0.00      0.00      0.00         2
         113       0.82      0.93      0.87       404
         114       0.36      0.44      0.40        18
         115       0.40      0.07      0.12        27
         116       0.00      0.00      0.00         4
         117       0.00      0.00      0.00         8
         118       0.00      0.00      0.00         4
         119       0.00      0.00      0.00         2
         120       0.67      0.22      0.33         9
         121       0.86      0.92      0.89       283
         122       0.30      0.25      0.27        12
         123       0.00      0.00      0.00         6
         125       0.81      0.57      0.67        23
         127       0.25      0.17      0.20         6
         129       0.45      0.57      0.50        56
         130       0.54      0.26      0.35        27
         131       0.38      0.33      0.35         9
         132       0.00      0.00      0.00         3
         134       0.00      0.00      0.00         3
         135       0.00      0.00      0.00         1
         136       0.67      0.50      0.57         4
         137       1.00      0.83      0.91         6
         140       0.85      0.94      0.89       524
         141       0.54      0.45      0.49        31
         142       0.66      0.47      0.55        53
         143       0.00      0.00      0.00         6
         144       0.75      0.17      0.27        18
         145       0.00      0.00      0.00         4
         146       0.00      0.00      0.00         1
         147       0.30      0.38      0.33         8
         148       0.89      0.91      0.90       274
         149       0.73      0.57      0.64        14
         150       0.40      0.09      0.15        22
         152       0.43      0.57      0.49        28
         153       0.00      0.00      0.00         4
         154       0.25      0.50      0.33         6
         156       0.64      0.54      0.58        84
         157       0.55      0.52      0.53        23
         158       0.40      0.25      0.31         8
         159       0.67      0.10      0.17        20
         160       0.00      0.00      0.00         1
         161       0.00      0.00      0.00         6
         162       0.25      0.14      0.18         7
         163       0.00      0.00      0.00         4
         164       0.60      0.75      0.67         4
         167       0.82      0.95      0.88       463
         168       0.68      0.54      0.60        28
         169       0.36      0.22      0.27        23
         170       0.00      0.00      0.00         4
         171       0.00      0.00      0.00         6
         173       0.00      0.00      0.00         1
         174       0.50      0.33      0.40         6
         175       0.88      0.94      0.91       313
         176       0.84      0.52      0.64        31
         177       0.25      0.21      0.23        14
         178       0.00      0.00      0.00         1
         179       0.83      0.57      0.68        35
         180       0.00      0.00      0.00         2
         181       0.31      0.33      0.32        12
         182       0.72      0.49      0.59        59
         183       0.54      0.28      0.37        25
         184       0.29      0.42      0.34        12
         185       0.60      0.43      0.50         7
         186       0.00      0.00      0.00         1
         187       0.00      0.00      0.00         1
         188       0.00      0.00      0.00         1
         189       0.00      0.00      0.00         1
         190       1.00      0.50      0.67         6
         192       0.00      0.00      0.00         3
         193       0.88      0.93      0.91       460
         194       0.67      0.62      0.64        26
         195       0.31      0.27      0.29        15
         196       0.00      0.00      0.00         4
         197       0.50      0.17      0.25        12
         198       0.00      0.00      0.00         2
         199       0.00      0.00      0.00         1
         200       0.00      0.00      0.00         5
         201       0.87      0.96      0.91       348
         202       0.33      0.10      0.15        10
         203       0.50      0.29      0.36        21
         204       0.00      0.00      0.00         1
         205       0.92      0.63      0.75        38
         206       1.00      0.25      0.40         4
         207       0.00      0.00      0.00         6
         209       0.55      0.39      0.46        28
         210       0.71      0.46      0.56        26
         211       0.27      0.43      0.33         7
         212       0.80      0.50      0.62         8
         213       0.00      0.00      0.00         2
         214       0.00      0.00      0.00         1
         215       1.00      0.33      0.50         3
         217       0.00      0.00      0.00         2
         219       0.00      0.00      0.00         1
         220       0.85      0.96      0.90       453
         221       0.52      0.74      0.61        31
         222       0.54      0.28      0.37        25
         223       0.00      0.00      0.00         5
         224       0.36      0.45      0.40        11
         225       0.00      0.00      0.00         2
         226       0.00      0.00      0.00         1
         227       0.60      0.30      0.40        10
         228       0.90      0.93      0.92       218
         229       0.20      0.20      0.20         5
         230       0.60      0.35      0.44        17
         231       0.00      0.00      0.00         3
         232       0.80      0.82      0.81        34
         233       0.33      0.50      0.40         2
         234       0.33      0.29      0.31         7
         236       0.47      0.43      0.45        37
         237       0.55      0.44      0.49        27
         238       0.33      0.09      0.14        11
         239       0.00      0.00      0.00         4
         241       0.00      0.00      0.00         2
         242       0.00      0.00      0.00         4
         243       1.00      1.00      1.00         1
         244       0.62      1.00      0.77         5
         246       1.00      1.00      1.00         1
         247       0.86      0.94      0.90       404
         248       0.78      0.50      0.61        28
         249       0.50      0.38      0.43         8
         250       0.00      0.00      0.00         5
         251       0.44      0.44      0.44         9
         252       0.00      0.00      0.00         1
         253       1.00      0.50      0.67         4
         254       1.00      0.17      0.29         6
         255       0.90      0.99      0.94       287
         256       1.00      0.25      0.40         8
         257       0.75      0.19      0.30        16
         259       0.72      0.72      0.72        18
         261       0.00      0.00      0.00         3
         263       0.67      0.42      0.51        43
         264       0.27      0.29      0.28        14
         265       0.60      0.38      0.46         8
         266       0.60      0.38      0.46         8
         267       0.00      0.00      0.00         2
         268       0.00      0.00      0.00         1
         269       0.00      0.00      0.00         4
         271       0.80      0.80      0.80         5
         272       0.00      0.00      0.00         1
         273       0.00      0.00      0.00         2
         274       0.87      0.92      0.89       528
         275       0.62      0.50      0.55        16
         276       0.80      0.29      0.42        14
         277       0.00      0.00      0.00        10
         278       0.57      0.40      0.47        20
         279       0.00      0.00      0.00         2
         280       0.00      0.00      0.00         3
         281       0.00      0.00      0.00         4
         282       0.84      0.90      0.87       277
         283       0.00      0.00      0.00         8
         284       0.13      0.25      0.17         8
         286       0.51      0.66      0.58        32
         288       0.00      0.00      0.00         7
         290       0.50      0.52      0.51        44
         291       0.29      0.33      0.31        18
         292       0.67      0.14      0.24        14
         293       0.25      0.50      0.33         4
         295       0.00      0.00      0.00         1
         296       0.50      0.33      0.40         6
         298       0.50      0.67      0.57         3
         300       0.00      0.00      0.00         3
         301       0.88      0.93      0.91       547
         302       0.62      0.80      0.70        30
         303       0.57      0.33      0.42        12
         304       0.00      0.00      0.00         4
         305       0.40      0.33      0.36        12
         306       0.00      0.00      0.00         1
         307       0.00      0.00      0.00         3
         308       0.67      0.29      0.40         7
         309       0.87      0.96      0.91       314
         310       0.00      0.00      0.00         3
         311       0.46      0.33      0.39        18
         312       0.68      0.54      0.60        24
         313       0.00      0.00      0.00         1
         314       0.67      0.18      0.29        11
         316       0.47      0.42      0.44        48
         317       0.59      0.61      0.60        38
         318       0.50      0.33      0.40        15
         319       0.62      0.73      0.67       264

    accuracy                           0.80     12292
   macro avg       0.40      0.32      0.33     12292
weighted avg       0.78      0.80      0.78     12292

Confusion Matrix:
[[  1   0   0 ...   0   0   0]
 [  1   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 ...
 [  0   0   0 ...  23   0   1]
 [  0   0   0 ...   1   5   0]
 [  0   0   0 ...   0   1 194]]
