/home/yaxin/My_Files/ml_final/Chord-Classification/Models/MLP/mlp.py:70: UserWarning: Some classes occur only once — using random split.
  warnings.warn("Some classes occur only once — using random split.")
✅ Using cuda | hidden=[512, 256, 128] | lr=0.0005 | batch_size=64 | epochs=10
✅ Usable samples: 122912
✅ Feature shape: (122912, 128) | Classes: 320
Epoch 01/10 | Loss: 2368.8247
Epoch 02/10 | Loss: 1401.4076
Epoch 03/10 | Loss: 1195.2654
Epoch 04/10 | Loss: 1061.8958
Epoch 05/10 | Loss: 954.9802
Epoch 06/10 | Loss: 869.3584
Epoch 07/10 | Loss: 790.0699
Epoch 08/10 | Loss: 719.1838
Epoch 09/10 | Loss: 654.8059
Epoch 10/10 | Loss: 593.5942

✅ Accuracy: 0.848 | Macro F1-score: 0.540

Classification Report:
              precision    recall  f1-score   support

           0       0.75      0.60      0.67        10
           1       1.00      0.25      0.40         4
           2       1.00      0.67      0.80         3
           3       1.00      0.80      0.89         5
           4       0.00      0.00      0.00         1
           5       0.00      0.00      0.00         4
           7       1.00      1.00      1.00         1
           8       0.89      0.96      0.92       493
           9       0.73      0.84      0.78        19
          10       0.67      0.57      0.62         7
          11       0.50      0.75      0.60         4
          12       0.80      0.67      0.73        18
          13       1.00      1.00      1.00         1
          14       0.00      0.00      0.00         1
          15       1.00      0.50      0.67         4
          16       0.93      0.92      0.92       397
          17       0.92      0.85      0.88        26
          18       0.83      0.62      0.71         8
          20       0.85      0.50      0.63        34
          22       0.67      0.29      0.40        21
          24       0.59      0.49      0.53        47
          25       0.59      0.77      0.67        13
          26       0.00      0.00      0.00         6
          27       0.67      0.50      0.57         4
          28       0.00      0.00      0.00         1
          29       1.00      0.50      0.67         2
          30       0.67      0.50      0.57         4
          32       1.00      0.60      0.75         5
          33       1.00      0.67      0.80         3
          34       1.00      1.00      1.00         1
          35       0.91      0.91      0.91       450
          36       0.93      0.82      0.88        17
          37       0.75      0.50      0.60         6
          38       0.45      0.56      0.50         9
          39       0.82      0.56      0.67        16
          41       0.50      1.00      0.67         1
          42       1.00      0.36      0.53        11
          43       0.85      0.97      0.90       259
          44       0.80      0.67      0.73         6
          45       0.75      0.25      0.38        12
          46       0.00      0.00      0.00         1
          47       0.75      0.58      0.65        26
          48       0.00      0.00      0.00         2
          49       0.50      0.62      0.55        13
          50       0.00      0.00      0.00         1
          51       0.67      0.48      0.56        42
          52       0.71      0.54      0.61        28
          53       0.50      0.56      0.53         9
          54       0.75      0.75      0.75         4
          56       0.00      0.00      0.00         2
          57       0.75      0.75      0.75         4
          59       0.69      0.82      0.75        11
          60       0.00      0.00      0.00         2
          61       0.91      0.94      0.92       351
          62       0.76      1.00      0.87        13
          63       0.68      0.74      0.71        23
          64       0.50      0.25      0.33         4
          65       0.58      0.64      0.61        11
          67       1.00      0.50      0.67         2
          68       0.77      0.50      0.61        20
          69       0.96      0.94      0.95       298
          70       0.56      0.62      0.59         8
          71       0.50      1.00      0.67         1
          73       0.85      0.82      0.84        62
          74       0.00      0.00      0.00         1
          75       1.00      0.14      0.25        14
          76       0.69      0.73      0.71        45
          77       0.73      0.80      0.76        20
          78       1.00      0.33      0.50         6
          79       0.67      0.67      0.67         6
          81       0.00      0.00      0.00         0
          82       1.00      0.67      0.80         3
          84       1.00      1.00      1.00         3
          85       1.00      1.00      1.00         2
          86       0.92      0.94      0.93       457
          87       0.50      0.62      0.56        16
          88       0.90      0.45      0.60        20
          89       0.86      0.55      0.67        11
          90       0.77      0.67      0.71        15
          91       0.00      0.00      0.00         2
          92       0.50      0.33      0.40         3
          93       0.67      0.40      0.50         5
          94       0.90      0.97      0.94       298
          95       0.75      0.75      0.75         4
          96       1.00      1.00      1.00         1
          98       0.84      0.64      0.73        42
          99       0.00      0.00      0.00         0
         100       0.00      0.00      0.00         8
         102       0.68      0.70      0.69        43
         103       0.75      0.75      0.75        28
         104       0.67      0.31      0.42        13
         105       1.00      0.60      0.75         5
         106       0.00      0.00      0.00         1
         107       0.67      0.33      0.44         6
         108       0.83      1.00      0.91         5
         109       0.50      0.50      0.50         2
         110       0.60      1.00      0.75         3
         111       1.00      1.00      1.00         4
         112       0.00      0.00      0.00         2
         113       0.85      0.94      0.89       404
         114       0.73      0.61      0.67        18
         115       0.71      0.37      0.49        27
         116       0.00      0.00      0.00         4
         117       0.57      0.50      0.53         8
         118       1.00      0.75      0.86         4
         119       1.00      0.50      0.67         2
