/home/bw584/Chord-Classification/Models/LSTM/lstm_train.py:97: UserWarning: Rare classes (<2) — random split used.
  warnings.warn("Rare classes (<2) — random split used.")
Epoch 01  val_acc=0.695  f1_macro=0.169  f1_weighted=0.655
Epoch 02  val_acc=0.742  f1_macro=0.282  f1_weighted=0.717
Epoch 03  val_acc=0.749  f1_macro=0.305  f1_weighted=0.732
Epoch 04  val_acc=0.776  f1_macro=0.365  f1_weighted=0.761
Epoch 05  val_acc=0.813  f1_macro=0.435  f1_weighted=0.798
Epoch 06  val_acc=0.807  f1_macro=0.433  f1_weighted=0.795
Epoch 07  val_acc=0.809  f1_macro=0.453  f1_weighted=0.801
Epoch 08  val_acc=0.832  f1_macro=0.513  f1_weighted=0.822
Epoch 09  val_acc=0.849  f1_macro=0.551  f1_weighted=0.838
Epoch 10  val_acc=0.853  f1_macro=0.575  f1_weighted=0.845
Epoch 11  val_acc=0.861  f1_macro=0.624  f1_weighted=0.856
Epoch 12  val_acc=0.872  f1_macro=0.634  f1_weighted=0.868
Epoch 13  val_acc=0.875  f1_macro=0.637  f1_weighted=0.871
Epoch 14  val_acc=0.880  f1_macro=0.657  f1_weighted=0.875
Epoch 15  val_acc=0.880  f1_macro=0.654  f1_weighted=0.875
