/home/bw584/Chord-Classification/Models/LSTM/lstm_train.py:97: UserWarning: Rare classes (<2) — random split used.
  warnings.warn("Rare classes (<2) — random split used.")
Epoch 01  val_acc=0.711  f1_macro=0.082  f1_weighted=0.624
Epoch 02  val_acc=0.754  f1_macro=0.151  f1_weighted=0.694
Epoch 03  val_acc=0.779  f1_macro=0.227  f1_weighted=0.734
Epoch 04  val_acc=0.793  f1_macro=0.276  f1_weighted=0.760
Epoch 05  val_acc=0.801  f1_macro=0.309  f1_weighted=0.772
Epoch 06  val_acc=0.808  f1_macro=0.337  f1_weighted=0.781
Epoch 07  val_acc=0.815  f1_macro=0.366  f1_weighted=0.791
Epoch 08  val_acc=0.822  f1_macro=0.385  f1_weighted=0.800
Epoch 09  val_acc=0.825  f1_macro=0.392  f1_weighted=0.804
Epoch 10  val_acc=0.828  f1_macro=0.406  f1_weighted=0.809
Epoch 11  val_acc=0.829  f1_macro=0.417  f1_weighted=0.810
Epoch 12  val_acc=0.833  f1_macro=0.432  f1_weighted=0.816
Epoch 13  val_acc=0.833  f1_macro=0.434  f1_weighted=0.816
Epoch 14  val_acc=0.833  f1_macro=0.430  f1_weighted=0.816
Epoch 15  val_acc=0.834  f1_macro=0.430  f1_weighted=0.817
