/home/bw584/Chord-Classification/Models/LSTM/lstm_train.py:97: UserWarning: Rare classes (<2) — random split used.
  warnings.warn("Rare classes (<2) — random split used.")
Epoch 01  val_acc=0.622  f1_macro=0.092  f1_weighted=0.563
Epoch 02  val_acc=0.688  f1_macro=0.181  f1_weighted=0.660
Epoch 03  val_acc=0.716  f1_macro=0.265  f1_weighted=0.698
Epoch 04  val_acc=0.746  f1_macro=0.299  f1_weighted=0.733
Epoch 05  val_acc=0.746  f1_macro=0.336  f1_weighted=0.743
Epoch 06  val_acc=0.754  f1_macro=0.334  f1_weighted=0.741
Epoch 07  val_acc=0.788  f1_macro=0.380  f1_weighted=0.767
Epoch 08  val_acc=0.811  f1_macro=0.431  f1_weighted=0.796
Epoch 09  val_acc=0.806  f1_macro=0.460  f1_weighted=0.801
Epoch 10  val_acc=0.837  f1_macro=0.525  f1_weighted=0.830
Epoch 11  val_acc=0.851  f1_macro=0.571  f1_weighted=0.842
Epoch 12  val_acc=0.862  f1_macro=0.600  f1_weighted=0.856
Epoch 13  val_acc=0.867  f1_macro=0.610  f1_weighted=0.862
Epoch 14  val_acc=0.874  f1_macro=0.635  f1_weighted=0.868
Epoch 15  val_acc=0.877  f1_macro=0.633  f1_weighted=0.871
