/home/bw584/Chord-Classification/Models/LSTM/lstm_train.py:97: UserWarning: Rare classes (<2) — random split used.
  warnings.warn("Rare classes (<2) — random split used.")
Epoch 01  val_acc=0.763  f1_macro=0.237  f1_weighted=0.724
Epoch 02  val_acc=0.760  f1_macro=0.317  f1_weighted=0.741
Epoch 03  val_acc=0.804  f1_macro=0.399  f1_weighted=0.788
Epoch 04  val_acc=0.819  f1_macro=0.459  f1_weighted=0.807
Epoch 05  val_acc=0.836  f1_macro=0.500  f1_weighted=0.822
Epoch 06  val_acc=0.847  f1_macro=0.538  f1_weighted=0.839
Epoch 07  val_acc=0.852  f1_macro=0.587  f1_weighted=0.849
Epoch 08  val_acc=0.858  f1_macro=0.596  f1_weighted=0.853
Epoch 09  val_acc=0.872  f1_macro=0.608  f1_weighted=0.865
Epoch 10  val_acc=0.884  f1_macro=0.665  f1_weighted=0.882
Epoch 11  val_acc=0.887  f1_macro=0.668  f1_weighted=0.883
Epoch 12  val_acc=0.894  f1_macro=0.680  f1_weighted=0.889
Epoch 13  val_acc=0.899  f1_macro=0.692  f1_weighted=0.895
Epoch 14  val_acc=0.901  f1_macro=0.692  f1_weighted=0.897
Epoch 15  val_acc=0.901  f1_macro=0.699  f1_weighted=0.897
