/home/bw584/Chord-Classification/Models/LSTM/lstm_train.py:97: UserWarning: Rare classes (<2) — random split used.
  warnings.warn("Rare classes (<2) — random split used.")
Epoch 01  val_acc=0.676  f1_macro=0.137  f1_weighted=0.633
Epoch 02  val_acc=0.713  f1_macro=0.197  f1_weighted=0.680
Epoch 03  val_acc=0.741  f1_macro=0.269  f1_weighted=0.721
Epoch 04  val_acc=0.725  f1_macro=0.242  f1_weighted=0.705
Epoch 05  val_acc=0.784  f1_macro=0.371  f1_weighted=0.769
Epoch 06  val_acc=0.782  f1_macro=0.370  f1_weighted=0.768
Epoch 07  val_acc=0.810  f1_macro=0.444  f1_weighted=0.797
Epoch 08  val_acc=0.812  f1_macro=0.453  f1_weighted=0.805
Epoch 09  val_acc=0.825  f1_macro=0.507  f1_weighted=0.819
Epoch 10  val_acc=0.846  f1_macro=0.550  f1_weighted=0.840
Epoch 11  val_acc=0.857  f1_macro=0.596  f1_weighted=0.851
Epoch 12  val_acc=0.866  f1_macro=0.622  f1_weighted=0.861
Epoch 13  val_acc=0.875  f1_macro=0.637  f1_weighted=0.870
Epoch 14  val_acc=0.879  f1_macro=0.642  f1_weighted=0.874
Epoch 15  val_acc=0.881  f1_macro=0.644  f1_weighted=0.876
