/home/bw584/Chord-Classification/Models/CNN/cnn_train.py:163: UserWarning: Rare classes (<2 samples) – random split applied.
  warnings.warn("Rare classes (<2 samples) – random split applied.")
/home/bw584/Chord-Classification/Models/CNN/cnn_train.py:208: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler(enabled=device.type == "cuda")
Epoch 01  val_acc=0.198 f1_macro=0.012  f1_weighted=0.127
Epoch 02  val_acc=0.443 f1_macro=0.040  f1_weighted=0.361
Epoch 03  val_acc=0.532 f1_macro=0.060  f1_weighted=0.508
Epoch 04  val_acc=0.588 f1_macro=0.064  f1_weighted=0.539
Epoch 05  val_acc=0.685 f1_macro=0.071  f1_weighted=0.596
Epoch 06  val_acc=0.645 f1_macro=0.069  f1_weighted=0.577
Epoch 07  val_acc=0.674 f1_macro=0.070  f1_weighted=0.594
Epoch 08  val_acc=0.707 f1_macro=0.073  f1_weighted=0.615
Epoch 09  val_acc=0.698 f1_macro=0.072  f1_weighted=0.607
Epoch 10  val_acc=0.701 f1_macro=0.073  f1_weighted=0.609
Epoch 11  val_acc=0.713 f1_macro=0.074  f1_weighted=0.618
Epoch 12  val_acc=0.711 f1_macro=0.074  f1_weighted=0.616
Epoch 13  val_acc=0.716 f1_macro=0.074  f1_weighted=0.620
Epoch 14  val_acc=0.719 f1_macro=0.074  f1_weighted=0.623
Epoch 15  val_acc=0.719 f1_macro=0.074  f1_weighted=0.623
